Gene,T389pH67_1
Fisuc_2351,263.5863
Fisuc_2352,153.0086
Fisuc_2353,204.4401
Fisuc_2354,212.1548
Fisuc_2357,167.1523
Fisuc_2358,354.8772
Fisuc_2359,39.8594
Fisuc_2360,168.4381
Fisuc_2361,104.1487
Fisuc_2362,272.5868
Fisuc_2363,132.4361
Fisuc_2364,277.7300
Fisuc_2365,69.4325
Fisuc_2366,88.7193
Fisuc_2367,164.5807
Fisuc_2368,810.0458
Fisuc_2369,300.8741
Fisuc_2370,786.9016
Fisuc_2371,135.0076
Fisuc_2372,180.0102
Fisuc_2373,84.8619
Fisuc_2374,34.7162
Fisuc_2375,144.0081
Fisuc_2376,36.0020
Fisuc_2377,6509.9393
Fisuc_2378,11035.9093
Fisuc_2379,12.8579
Fisuc_2380,402.4513
Fisuc_2381,594.0336
Fisuc_2382,43.7168
Fisuc_2383,46.2883
Fisuc_2384,68.1467
Fisuc_2385,95.1482
Fisuc_2386,882.0498
Fisuc_2387,137.5792
Fisuc_2388,986.1986
Fisuc_2389,491.1706
Fisuc_2390,690.4676
Fisuc_2391,388.3077
Fisuc_2392,709.7544
Fisuc_2393,37.2878
Fisuc_2394,14.1437
Fisuc_2395,218.5838
Fisuc_2396,16.7152
Fisuc_2397,9.0005
Fisuc_2398,66.8609
Fisuc_2399,25.7157
Fisuc_2400,129.8645
Fisuc_2401,30.8589
Fisuc_2402,12.8579
Fisuc_2403,87.4335
Fisuc_2404,48.8599
Fisuc_2405,46.2883
Fisuc_2406,258.4432
Fisuc_2407,99.0056
Fisuc_2409,68.1467
Fisuc_2410,262.3005
Fisuc_2411,32.1447
Fisuc_2413,205.7259
Fisuc_2414,12.8579
Fisuc_2415,36.0020
Fisuc_2416,676.3239
Fisuc_2417,20.5726
Fisuc_2418,27.0015
Fisuc_2419,68.1467
Fisuc_2420,16.7152
Fisuc_2421,3.8574
Fisuc_2423,37.2878
Fisuc_2424,108.0061
Fisuc_2425,47.5741
Fisuc_2426,19.2868
Fisuc_2427,73.2899
Fisuc_2428,308.5889
Fisuc_2429,111.8635
Fisuc_2430,52.7173
Fisuc_2431,205.7259
Fisuc_2432,294.4452
Fisuc_2433,164.5807
Fisuc_2434,236.5848
Fisuc_2435,7.7147
Fisuc_2436,59.1462
Fisuc_2437,36.0020
Fisuc_2438,79.7188
Fisuc_2439,2113.8337
Fisuc_2441,59.1462
Fisuc_2442,123.4355
Fisuc_2443,36.0020
Fisuc_2444,24.4300
Fisuc_2445,24.4300
Fisuc_2446,48.8599
Fisuc_2447,11.5721
Fisuc_2448,2.5716
Fisuc_2449,5.1431
Fisuc_2450,2.5716
Fisuc_2451,72.0041
Fisuc_2452,164.5807
Fisuc_2453,18.0010
Fisuc_2454,23.1442
Fisuc_2455,82.2904
Fisuc_2456,77.1472
Fisuc_2457,14.1437
Fisuc_2458,2.5716
Fisuc_2460,163.2949
Fisuc_2461,69.4325
Fisuc_2462,469.3122
Fisuc_2463,51.4315
Fisuc_2464,21.8584
Fisuc_2465,7.7147
Fisuc_2466,28.2873
Fisuc_2467,16.7152
Fisuc_2468,6.4289
Fisuc_2469,12.8579
Fisuc_2470,47.5741
Fisuc_2471,86.1477
Fisuc_2472,92.5767
Fisuc_2474,142.7224
Fisuc_2475,69.4325
Fisuc_2476,186.4391
Fisuc_2477,155.5802
Fisuc_2478,88.7193
Fisuc_2479,122.1498
Fisuc_2480,38.5736
Fisuc_2481,69.4325
Fisuc_2482,774.0437
Fisuc_2483,14.1437
Fisuc_2484,480.8843
Fisuc_2485,34.7162
Fisuc_2486,124.7213
Fisuc_2487,20.5726
Fisuc_2488,83.5762
Fisuc_2489,209.5833
Fisuc_2490,461.5975
Fisuc_2491,159.4376
Fisuc_2492,349.7340
Fisuc_2493,743.1849
Fisuc_2494,120.8640
Fisuc_2495,7.7147
Fisuc_2496,34.7162
Fisuc_2497,42.4310
Fisuc_2498,21.8584
Fisuc_2499,24.4300
Fisuc_2500,82.2904
Fisuc_2501,16.7152
Fisuc_2503,230.1559
Fisuc_2504,20.5726
Fisuc_2505,12.8579
Fisuc_2506,153.0086
Fisuc_2507,75.8614
Fisuc_2508,24.4300
Fisuc_2509,2394.1353
Fisuc_2511,41.1452
Fisuc_2512,16.7152
Fisuc_2513,21.8584
Fisuc_2514,6.4289
Fisuc_2515,70.7183
Fisuc_2516,97.7198
Fisuc_2517,9.0005
Fisuc_2518,18.0010
Fisuc_2519,122.1498
Fisuc_2520,131.1503
Fisuc_2521,252.0142
Fisuc_2522,59.1462
Fisuc_2523,46.2883
Fisuc_2524,267.4437
Fisuc_2525,253.3000
Fisuc_2526,32.1447
Fisuc_2527,248.1569
Fisuc_2528,34.7162
Fisuc_2529,14.1437
Fisuc_2530,6.4289
Fisuc_2531,52.7173
Fisuc_2532,23.1442
Fisuc_2533,1006.7712
Fisuc_2534,311.1604
Fisuc_2535,277.7300
Fisuc_2536,221.1554
Fisuc_2537,141.4366
Fisuc_2538,545.1737
Fisuc_2539,123.4355
Fisuc_2540,19.2868
Fisuc_2541,12.8579
Fisuc_2542,19.2868
Fisuc_2543,666.0376
Fisuc_2544,114.4350
Fisuc_2545,24.4300
Fisuc_2546,113.1493
Fisuc_2547,92.5767
Fisuc_2548,136.2934
Fisuc_2549,138.8650
Fisuc_2550,303.4457
Fisuc_2551,36.0020
Fisuc_2552,626.1782
Fisuc_2553,276.4442
Fisuc_2554,725.1838
Fisuc_2555,690.4676
Fisuc_2556,147.8655
Fisuc_2557,68.1467
Fisuc_2558,129.8645
Fisuc_2559,27.0015
Fisuc_2560,101.5772
Fisuc_2561,56.5746
Fisuc_2562,574.7468
Fisuc_2563,15.4294
Fisuc_2564,203.1543
Fisuc_2565,61.7178
Fisuc_2566,72.0041
Fisuc_2567,21.8584
Fisuc_2568,18.0010
Fisuc_2569,18.0010
Fisuc_2570,39.8594
Fisuc_2571,11.5721
Fisuc_2572,145.2939
Fisuc_2573,23.1442
Fisuc_2574,209.5833
Fisuc_2575,144.0081
Fisuc_2576,298.3026
Fisuc_2577,288.0163
Fisuc_2578,135.0076
Fisuc_2579,120.8640
Fisuc_2580,42.4310
Fisuc_2581,331.7330
Fisuc_2582,106.7203
Fisuc_2583,11.5721
Fisuc_2584,37.2878
Fisuc_2585,37.2878
Fisuc_2586,43.7168
Fisuc_2587,51.4315
Fisuc_2588,110.5777
Fisuc_2589,5.1431
Fisuc_2590,1.2858
Fisuc_2591,156.8660
Fisuc_2592,18.0010
Fisuc_2593,3.8574
Fisuc_2594,19.2868
Fisuc_2595,1.2858
Fisuc_2597,78.4330
Fisuc_2598,19.2868
Fisuc_2599,294.4452
Fisuc_2600,11.5721
Fisuc_2601,7.7147
Fisuc_2602,19.2868
Fisuc_2603,16.7152
Fisuc_2604,20.5726
Fisuc_2605,59.1462
Fisuc_2606,25.7157
Fisuc_2607,16.7152
Fisuc_2608,25.7157
Fisuc_2609,42.4310
Fisuc_2610,20.5726
Fisuc_2611,270.0153
Fisuc_2612,131.1503
Fisuc_2613,221.1554
Fisuc_2614,59.1462
Fisuc_2615,596.6051
Fisuc_2616,129.8645
Fisuc_2617,21.8584
Fisuc_2619,48.8599
Fisuc_2620,113.1493
Fisuc_2621,20.5726
Fisuc_2622,48.8599
Fisuc_2623,32.1447
Fisuc_2624,2313.1307
Fisuc_2625,6.4289
Fisuc_2626,60.4320
Fisuc_2627,91.2909
Fisuc_2628,123.4355
Fisuc_2629,65.5751
Fisuc_2631,0.0000
Fisuc_2632,0.0000
Fisuc_2634,0.0000
Fisuc_2635,232.7274
Fisuc_2636,6.4289
Fisuc_2637,162.0092
Fisuc_2638,24.4300
Fisuc_2639,217.2980
Fisuc_2640,847.3336
Fisuc_2641,10.2863
Fisuc_2642,24.4300
Fisuc_2643,33.4305
Fisuc_2644,181.2960
Fisuc_2645,30.8589
Fisuc_2646,28.2873
Fisuc_2648,381.8787
Fisuc_2649,113.1493
Fisuc_2650,727.7554
Fisuc_2651,1080.0610
Fisuc_2652,993.9133
Fisuc_2653,923.1950
Fisuc_2654,513.0290
Fisuc_2655,690.4676
Fisuc_2656,585.0331
Fisuc_2657,708.4686
Fisuc_2658,171.0097
Fisuc_2659,691.7534
Fisuc_2660,253.3000
Fisuc_2661,48.8599
Fisuc_2662,138.8650
Fisuc_2663,74.5756
Fisuc_2664,61.7178
Fisuc_2665,128.5787
Fisuc_2666,140.1508
Fisuc_2667,159.4376
Fisuc_2668,235.2990
Fisuc_2669,338.1620
Fisuc_2670,250.7285
Fisuc_2671,381.8787
Fisuc_2672,128.5787
Fisuc_2674,36.0020
Fisuc_2675,10.2863
Fisuc_2676,7.7147
Fisuc_2677,20.5726
Fisuc_2678,12.8579
Fisuc_2679,10.2863
Fisuc_2680,5.1431
Fisuc_2681,5.1431
Fisuc_2682,1.2858
Fisuc_2684,3.8574
Fisuc_2688,0.0000
Fisuc_2690,145.2939
Fisuc_2691,46.2883
Fisuc_2692,334.3046
Fisuc_2693,65.5751
Fisuc_2694,14.1437
Fisuc_2697,356.1630
Fisuc_2698,180.0102
Fisuc_2699,0.0000
Fisuc_2700,82.2904
Fisuc_2701,25.7157
Fisuc_2703,174.8670
Fisuc_2704,405.0229
Fisuc_2705,3.8574
Fisuc_2706,54.0031
Fisuc_2707,29.5731
Fisuc_2708,29.5731
Fisuc_2709,63.0036
Fisuc_2710,41.1452
Fisuc_2711,38.5736
Fisuc_2712,24.4300
Fisuc_2713,120.8640
Fisuc_2714,30.8589
Fisuc_2715,380.5929
Fisuc_2716,21.8584
Fisuc_2717,61.7178
Fisuc_2718,126.0071
Fisuc_2719,29.5731
Fisuc_2720,421.7381
Fisuc_2721,14.1437
Fisuc_2722,90.0051
Fisuc_2724,14.1437
Fisuc_2725,86.1477
Fisuc_2726,68.1467
Fisuc_2727,48.8599
Fisuc_2728,82.2904
Fisuc_2729,99.0056
Fisuc_2730,90.0051
Fisuc_2731,209.5833
Fisuc_2732,9.0005
Fisuc_2733,33.4305
Fisuc_2734,19.2868
Fisuc_2735,105.4345
Fisuc_2736,96.4340
Fisuc_2737,51.4315
Fisuc_2738,24.4300
Fisuc_2739,119.5782
Fisuc_2740,41.1452
Fisuc_2741,132.4361
Fisuc_2742,90.0051
Fisuc_2743,11.5721
Fisuc_2744,1198.3534
Fisuc_2745,312.4462
Fisuc_2746,221.1554
Fisuc_2747,258.4432
Fisuc_2748,102.8630
Fisuc_2749,34.7162
Fisuc_2750,255.8716
Fisuc_2751,19.2868
Fisuc_2752,838.3331
Fisuc_2753,231.4416
Fisuc_2754,181.2960
Fisuc_2755,333.0188
Fisuc_2756,231.4416
Fisuc_2757,272.5868
Fisuc_2758,101.5772
Fisuc_2759,182.5817
Fisuc_2760,60.4320
Fisuc_2761,111.8635
Fisuc_2762,675.0381
Fisuc_2763,372.8782
Fisuc_2764,30.8589
Fisuc_2765,54.0031
Fisuc_2766,86.1477
Fisuc_2767,163.2949
Fisuc_2768,264.8721
Fisuc_2769,39.8594
Fisuc_2770,421.7381
Fisuc_2771,25.7157
Fisuc_2772,51.4315
Fisuc_2773,14.1437
Fisuc_2774,675.0381
Fisuc_2775,181.2960
Fisuc_2776,63.0036
Fisuc_2777,69.4325
Fisuc_2778,430.7386
Fisuc_2779,61.7178
Fisuc_2780,221.1554
Fisuc_2781,1.2858
Fisuc_2782,37.2878
Fisuc_2783,11.5721
Fisuc_2785,33.4305
Fisuc_2786,231.4416
Fisuc_2787,275.1584
Fisuc_2788,102.8630
Fisuc_2789,7.7147
Fisuc_2791,108.0061
Fisuc_2792,5.1431
Fisuc_2793,308.5889
Fisuc_2794,61.7178
Fisuc_2795,504.0285
Fisuc_2796,97.7198
Fisuc_2797,145.2939
Fisuc_2798,28.2873
Fisuc_2799,113.1493
Fisuc_2800,151.7229
Fisuc_2801,505.3143
Fisuc_2802,43.7168
Fisuc_2803,1040.2016
Fisuc_2804,930.9097
Fisuc_2805,3.8574
Fisuc_2806,538.7447
Fisuc_2807,101.5772
Fisuc_2808,20.5726
Fisuc_2809,69.4325
Fisuc_2810,174.8670
Fisuc_2811,1433.6524
Fisuc_2812,155.5802
Fisuc_2814,21.8584
Fisuc_2815,92.5767
Fisuc_2816,500.1711
Fisuc_2817,54.0031
Fisuc_2818,151.7229
Fisuc_2819,279.0158
Fisuc_2820,150.4371
Fisuc_2821,37.2878
Fisuc_2822,207.0117
Fisuc_2823,20.5726
Fisuc_2824,15.4294
Fisuc_2825,38.5736
Fisuc_2826,41.1452
Fisuc_2830,9.0005
Fisuc_2831,28.2873
Fisuc_2833,714.8975
Fisuc_2834,178.7244
Fisuc_2835,226.2985
Fisuc_2836,29.5731
Fisuc_2837,65.5751
Fisuc_2838,95.1482
Fisuc_2839,9.0005
Fisuc_2840,68.1467
Fisuc_2841,25.7157
Fisuc_2843,167.1523
Fisuc_2844,50.1457
Fisuc_2845,56.5746
Fisuc_2846,45.0025
Fisuc_2848,263.5863
Fisuc_2849,50.1457
Fisuc_2850,18.0010
Fisuc_2851,180.0102
Fisuc_2852,163.2949
Fisuc_2853,178.7244
Fisuc_2854,297.0168
Fisuc_2855,12.8579
Fisuc_2856,99.0056
Fisuc_2857,18.0010
Fisuc_2858,135.0076
Fisuc_2859,42.4310
Fisuc_2860,97.7198
Fisuc_2862,343.3051
Fisuc_2863,693.0392
Fisuc_2864,114.4350
Fisuc_2865,3.8574
Fisuc_2866,389.5934
Fisuc_2867,33.4305
Fisuc_2868,99.0056
Fisuc_2869,30.8589
Fisuc_2870,77.1472
Fisuc_2871,42.4310
Fisuc_2872,210.8691
Fisuc_2873,119.5782
Fisuc_2874,444.8823
Fisuc_2875,291.8736
Fisuc_2876,192.8680
Fisuc_2878,384.4503
Fisuc_2879,347.1625
Fisuc_2880,106.7203
Fisuc_2881,1396.3646
Fisuc_2882,6.4289
Fisuc_2883,7.7147
Fisuc_2884,32.1447
Fisuc_2885,20.5726
Fisuc_2886,180.0102
Fisuc_2887,146.5797
Fisuc_2888,267.4437
Fisuc_2889,3.8574
Fisuc_2890,48.8599
Fisuc_2891,1571.2316
Fisuc_2892,65.5751
Fisuc_2893,20.5726
Fisuc_2894,178.7244
Fisuc_2895,1100.6336
Fisuc_2896,438.4533
Fisuc_2897,543.8879
Fisuc_2898,358.7346
Fisuc_2899,59.1462
Fisuc_2900,1315.3600
Fisuc_2901,39.8594
Fisuc_2902,249.4427
Fisuc_2903,221.1554
Fisuc_2904,41.1452
Fisuc_2905,884.6214
Fisuc_2906,75.8614
Fisuc_2907,194.1538
Fisuc_2908,7.7147
Fisuc_2909,68.1467
Fisuc_2910,18.0010
Fisuc_2911,27.0015
Fisuc_2912,258.4432
Fisuc_2913,100.2914
Fisuc_2914,111.8635
Fisuc_2915,128.5787
Fisuc_2916,952.7681
Fisuc_2917,393.4508
Fisuc_2918,1086.4900
Fisuc_2919,146.5797
Fisuc_2920,5.1431
Fisuc_2921,205.7259
Fisuc_2922,1537.8012
Fisuc_2923,29.5731
Fisuc_2924,1.2858
Fisuc_2925,6.4289
Fisuc_2927,0.0000
Fisuc_2928,7.7147
Fisuc_2929,329.1615
Fisuc_2930,75.8614
Fisuc_2931,162.0092
Fisuc_2932,27.0015
Fisuc_2933,257.1574
Fisuc_2934,7.7147
Fisuc_2935,32.1447
Fisuc_2936,1.2858
Fisuc_2937,36.0020
Fisuc_2938,75.8614
Fisuc_2939,16.7152
Fisuc_2940,51.4315
Fisuc_2942,57.8604
Fisuc_2943,154.2944
Fisuc_2944,217.2980
Fisuc_2945,88.7193
Fisuc_2946,24.4300
Fisuc_2947,9.0005
Fisuc_2948,131.1503
Fisuc_2949,2619.1480
Fisuc_2950,33.4305
Fisuc_2951,19.2868
Fisuc_2952,14.1437
Fisuc_2953,28.2873
Fisuc_2954,7.7147
Fisuc_2955,25.7157
Fisuc_2956,86.1477
Fisuc_2957,198.0112
Fisuc_2958,91.2909
Fisuc_2959,66.8609
Fisuc_2960,41.1452
Fisuc_2961,7.7147
Fisuc_2962,306.0173
Fisuc_2963,484.7417
Fisuc_2964,654.4656
Fisuc_2965,686.6102
Fisuc_2966,55.2888
Fisuc_2967,6.4289
Fisuc_2968,106.7203
Fisuc_2969,9.0005
Fisuc_2970,50.1457
Fisuc_2971,510.4574
Fisuc_2972,0.0000
Fisuc_2973,298.3026
Fisuc_2974,2689.8663
Fisuc_2975,51.4315
Fisuc_2976,72.0041
Fisuc_2977,75.8614
Fisuc_2978,57.8604
Fisuc_2979,73.2899
Fisuc_2980,106.7203
Fisuc_2981,369.0209
Fisuc_2982,560.6031
Fisuc_2983,209.5833
Fisuc_2984,191.5823
Fisuc_2985,61.7178
Fisuc_2986,455.1686
Fisuc_2987,1099.3478
Fisuc_2988,536.1732
Fisuc_2989,0.0000
Fisuc_2990,384.4503
Fisuc_2992,299.5884
Fisuc_2993,14.1437
Fisuc_2994,78.4330
Fisuc_2995,52.7173
Fisuc_2996,5.1431
Fisuc_2997,244.2995
Fisuc_2998,5.1431
Fisuc_2999,16.7152
Fisuc_3000,15.4294
Fisuc_3001,10.2863
Fisuc_3002,18.0010
Fisuc_3003,83.5762
Fisuc_3004,19.2868
Fisuc_3005,5.1431
Fisuc_3006,32.1447
Fisuc_3007,16.7152
Fisuc_3008,7.7147
Fisuc_3009,88.7193
Fisuc_3010,3.8574
Fisuc_3011,69.4325
Fisuc_3012,56.5746
Fisuc_3013,7.7147
Fisuc_3014,14.1437
Fisuc_3015,230.1559
Fisuc_3016,54.0031
Fisuc_3017,253.3000
Fisuc_3018,621.0351
Fisuc_3019,10.2863
Fisuc_3020,59.1462
Fisuc_3021,196.7254
Fisuc_3022,47.5741
Fisuc_3023,63.0036
Fisuc_3024,102.8630
Fisuc_3025,19.2868
Fisuc_3026,10.2863
Fisuc_3027,45.0025
Fisuc_3028,92.5767
Fisuc_3030,74.5756
Fisuc_3031,114.4350
Fisuc_3032,38.5736
Fisuc_3033,25.7157
Fisuc_3034,23.1442
Fisuc_3035,20.5726
Fisuc_3036,126.0071
Fisuc_3037,271.3010
Fisuc_3038,15.4294
Fisuc_3039,244.2995
Fisuc_3040,51.4315
Fisuc_3041,136.2934
Fisuc_3042,173.5812
Fisuc_3043,65.5751
Fisuc_3044,0.0000
Fisuc_3045,333.0188
Fisuc_3046,158.1518
Fisuc_3047,851.1910
Fisuc_3048,12.8579
Fisuc_3049,576.0326
Fisuc_3050,111.8635
Fisuc_3051,3.8574
Fisuc_3052,27.0015
Fisuc_3053,24.4300
Fisuc_3054,33.4305
Fisuc_3055,5.1431
Fisuc_3056,127.2929
Fisuc_3057,109.2919
Fisuc_3058,46.2883
Fisuc_3059,154.2944
Fisuc_3060,12.8579
Fisuc_3061,84.8619
Fisuc_3062,354.8772
Fisuc_3063,20.5726
Fisuc_3064,21.8584
Fisuc_3065,27.0015
Fisuc_3067,9.0005
Fisuc_3068,83.5762
Fisuc_3069,16.7152
Fisuc_3070,816.4747
Fisuc_3071,42.4310
Fisuc_3072,30.8589
Fisuc_3073,66.8609
Fisuc_3074,273.8726
Fisuc_3075,43.7168
Fisuc_3076,366.4493
Fisuc_3077,39.8594
Fisuc_3078,91.2909
Fisuc_3079,237.8706
Fisuc_3080,177.4386
Fisuc_3081,357.4488
Fisuc_3082,42.4310
Fisuc_3083,24.4300
Fisuc_3084,12.8579
Fisuc_3085,37.2878
Fisuc_3086,156.8660
Fisuc_3088,29.5731
Fisuc_3089,30.8589
Fisuc_3090,331.7330
Fisuc_3091,69.4325
Fisuc_3092,64.2893
Fisuc_3093,48.8599
Fisuc_3094,24.4300
Fisuc_3095,25.7157
Fisuc_3096,97.7198
Fisuc_3097,20.5726
Fisuc_3098,43.7168
Fisuc_3099,86.1477
Fisuc_3100,299.5884
Fisuc_3101,57.8604
Fisuc_3102,132.4361
Fisuc_3103,371.5924
Fisuc_3104,14.1437
Fisuc_3105,41.1452
Fisuc_3106,37.2878
Fisuc_3107,30.8589
Fisuc_3108,214.7264
Fisuc_3109,114.4350
Fisuc_3110,74.5756
Fisuc_3111,1865.6769
Fisuc_3112,120.8640
Fisuc_3113,212.1548
Fisuc_3114,74.5756
Fisuc_3115,213.4406
Fisuc_3116,101.5772
Fisuc_3117,60.4320
Fisuc_3118,20.5726
Fisuc_3119,95.1482
Fisuc_3120,118.2924
rnpB,4108.0893
ssrA,20490.3007
