"Feature ID","RPKM"
atpF,303.357
atpH,228.636
atpA,175.76
atpG,174.067
atpD,311.696
atpC,282.576
MT1352,168.274
MT1353,85.409
MT1354,20.212
murA,59.207
MTr01,46156.74
MT1356,1404.208
MTr02,187754.565
MTr03,14772.615
ogt,70.394
MT1358,68.74
MT1359,30.979
MT1360,30.191
MT1361,16.043
MT1362,36.123
MT1363,59.345
MT1363.1,110.585
MT1364,795.48
phbA,338.651
MT1366,262.02
MT1367,29.008
MT1367.1,20.407
glgB,44.206
MT1369,63.257
MT1370,35.385
dinG,14.77
MT1372,13.532
clpS,177.365
MT1374,117.886
MT1375,66.505
MT1376,69.062
MT1376.1,78.471
cysM,71.953
MT1378,126.258
murI,48.171
MT1380,99.748
rph,83.543
MT1382,39.959
MT1383,36.416
MT1384,27.512
acp-2,32.654
MT1387,36.948
MT1388,31.65
MT1389,15.823
MTt19,2.08
MT1390,16.477
MT1392,13.889
fabG (NC_002755 1518705..1519449),13.228
MT1394,14.47
MT1395,64.965
MT1396,8.372
MT1397,9.488
MT1398,6.853
MT1399,14.044
MT1400,15.315
MT1401,2.891
MT1402,4.585
MT1403,17.501
MT1404,9.091
MT1405,83.907
MT1406,186.827
MT1407,22.485
MT1408,25.588
MT1409,21.223
MT1410,27.153
MT1411,13.994
MT1412,12.398
MT1413,31.46
MT1414,18.783
MT1414.1,64.968
MT1415,69.421
MT1416,9.347
MT1417,11.184
MT1418,13.001
MT1418.1,31.083
MT1419,69.792
MT1420,35.587
MT1421,43.697
MT1422,70.06
pyrR,27.616
pyrB,15.165
pyrC,19.366
MT1426,14.032
carA,19.996
carB,29.708
pyrF,42.281
MT1430,438.731
MT1431,571.768
MT1432,179.554
MT1433,456.51
gmk,226.613
MT1435,574.514
dfp,282.273
metK,552.91
MT1438,31.735
MT1439,25.84
MT1440,14.122
MT1440.1,104.989
MT1441,477.458
MT1442,3256.556
MT1443,19.715
MT1444,25.519
MT1445,36.748
MT1446,26.138
MT1447,46.093
MT1448,468.075
MT1449,1097.263
fmt,38.016
sun,30.982
rpe,75.029
ribD,100.71
MT1454,236.114
MT1455,211.259
ribE,17.105
MT1457,11.33
MT1458,135.058
ribH,152.637
MT1460,69.755
MT1461,44.247
MT1462,62.534
uvrC,38.072
MT1464,50.585
MT1465,67.006
MT1466,58.766
MT1467,20.762
MT1468,33.761
MT1469,38.822
MT1470,40.343
MT1471,50.216
MT1472,873.918
MT1474,47.776
MT1475,20.727
MT1476,11.426
MT1477,75.575
MT1478,76.836
MT1479,469.558
MT1479.1,192.225
gap,130.455
pgk,119.898
tpiA,94.833
MT1483,21.553
MT1484,9.432
secG,98.798
MT1486,29.531
MT1487,55.956
MT1488,20.867
MT1489,26.481
MT1490,3.235
MT1491,43.498
MT1492,51.894
opcA,50.763
zwf-2,61.211
tal,75.361
tkt,116.334
MT1497.1,5.276
MT1497.2,5.127
MT1498,104.28
MT1499,5.595
MT1500,22.729
MT1501,55.461
MT1502,5.675
MT1503,17.234
MT1504,26.672
MT1505,42.099
MT1506,62.037
MT1507,70.896
MT1508,184.418
MT1509,142.316
MT1511,103.186
MT1512,80.146
MT1513,61.58
MT1514,11.901
MT1514.1,27.155
MT1515,22.391
trx-1,15.218
trx-2,29.273
MT1518,49.275
MT1519,32.102
MT1520,12.739
MT1521,40.578
acnA,152.493
MT1523,33.528
MT1524,228.785
MT1525,143.98
MT1526,316.999
MT1527,208.862
MT1528,159.68
MT1529,4.969
fabG-2,93.847
inhA,116.899
hemH (NC_002755 1675172..1676207),30.552
MT1533,60.249
MT1533.1,102.813
MT1533.2,117.484
MT1534,133.921
MT1535,56.217
MT1536,15.048
MT1537,41.69
MT1538,102.964
mutA,55.713
mutB,48.024
MT1541,43.243
MT1542,40.837
argK,25.379
MT1545,212.302
MT1546,29.682
MT1547,6.562
MT1548,8.284
MT1549,22.75
MT1550,25.716
MT1551,59.528
MT1552,13.922
MT1553,18.187
MT1554,12.903
MT1555,34.053
MT1555.1,37.667
MT1556,35.878
MT1556.1,2.065
MT1557,17.034
MT1558,19.972
MT1560,15.71
MT1560.1,29.81
gmd,56.454
wcaG,42.831
MT1563,34.686
MT1564,9.226
MT1565,8.319
MT1566,8.304
MT1567,8.145
MT1568,5.156
MT1569,21.784
MT1570,15.833
MT1571,2.607
MT1572,103.571
MT1573,29.768
MT1574,20.388
MT1575,18.523
MT1576,23.264
MT1577,15.093
MT1578,38.995
MT1578.1,8.382
MT1579,8.887
MT1580,13.804
MT1581,9.917
MT1582,42.828
MT1583,73.093
MT1584,313.697
MT1585,172.983
MT1585.1,625.319
MT1586,99.513
ileS,66.244
MT1589,7.284
ansA,23.151
lspA,146.206
MT1592,106.039
MT1593,46.861
MT1594,15.586
MT1595,75.065
MT1596,90.32
MT1596.1,62.831
MT1597,53.785
dnaE,58.529
MT1599,12.04
MT1600,6.855
MT1601,4.026
MT1602,5.257
frdA,4.554
frdB,3.131
frdC,4.891
frdD,7.241
MT1607,12.813
MT1608,8.828
MT1609,52.762
ilvA,102.97
MT1611,21.007
MT1612,11.791
treZ,14.574
treY,15.23
glgX,29.171
MT1616,93.466
MT1617,179.049
MT1618,17.368
bioA,14.714
bioF,40.628
bioD,39.421
MT1622,20.553
MT1622.1,19.814
MT1623,12.622
bioB,59.01
MT1625,67.211
MT1626,38.422
MT1627,18.269
MT1628,48.443
MT1629,97.819
nadA,582.669
nadB,615.167
nadC,492.691
MT1633,45.958
MT1634,50.866
hisD,148.314
hisC-1,95.12
hisB,97.884
hisH,85.334
hisA,96.739
MT1640,116.539
hisF,112.629
hisI,48.695
MT1642,33.284
bcp-1,36.693
trpE,71.262
MT1645,53.957
trpC,325.944
trpB,193.24
trpA,240.527
MT1649,179.75
MT1650,50.768
MT1650.1,26.146
MT1651,106.168
MT1652,64.218
pyk,52.529
tesB-1,41.52
MT1655,11.247
cydC,22.977
cydD,39.043
cydB,32.669
cydA,51.643
MT1660,27.928
MT1661,93.515
MTt20,0.756
MT1662,172.1
MT1663,195.509
MT1664,135.05
polA,30.329
rpsA,336.152
coaE,116.705
MT1668,72.136
uvrB,76.701
MT1670,51.201
MT1671,42.492
MT1672,172.06
MT1673,70.833
uvrA,55.938
MT1676,73.808
MT1677,140.712
lysS (NC_002755 1839423..1842981),20.262
infC,837.201
rpmI,510.366
rplT,612.349
MT1682,240
MT1683,47.921
MT1684,67.908
MT1685,39.769
MT1686,43.369
pheS,38.085
pheT,39.452
MT1689,28.292
argC,12.593
argJ,31.585
argB,34.545
argD,29.77
argF,28.298
argR,25.273
argG,57.99
argH,38.122
MT1698,38.768
MT1701,35.035
MT1702,34.657
MT1703,24.081
MT1704,21.242
MT1705,23.359
MT1706,12.171
MT1707,10.886
MT1707.1,0.381
MT1708,8.702
MT1709,5.202
MT1710,28.111
MT1711,4.119
MT1712,3.634
MT1713,0.874
MT1714,4.358
MT1715,128.802
MT1716,91.646
MT1717,32.542
MT1718,109.1
MT1719,62.957
MT1720,37.975
MT1721,39.758
MT1722,94.998
MT1723,73.512
MT1724,28.211
MT1725,22.398
MT1726,14.965
MT1727,9.478
MT1727.1,4.377
tyrS,18.863
MT1729,37.609
MT1730,23.665
MT1731,26.869
MT1732,82.251
tlyA,47.698
ppnK,68.317
recN,39.285
MT1736,291.76
MT1737,136
pyrG,116.633
MT1739,101.536
xerD,101.038
MT1741,35.281
MT1742,24.803
MT1743,87.268
MT1744,60.743
MT1745,95.195
MT1746,102.806
MT1746.1,20.47
MT1747,16.557
MT1748,30.054
MT1749,62.41
scpA,65.539
scpB,75.386
MT1751.1,75.818
cmk,79.746
engA,101.24
MT1753.1,25.786
MT1754,14.32
MT1755,25.438
MT1756,15.264
MT1757,17.756
MT1758,15.977
MT1759,15.098
MTt21,1.574
MT1760,8.522
MT1761,11.647
MT1762,14.814
MT1763,12.706
MT1764,6.999
MT1765,5.407
MT1766,11.564
MT1767,4.58
MT1768,7.662
MT1769,34.026
MT1770,15.69
pbp-2,18.009
MT1771.1,6.309
gabD2,62.909
MT1773,70.326
MT1774,6.828
MT1775,45.673
MT1776,2.745
MT1777,0.959
MT1778,6.54
narK-3,5.049
MT1780,17.268
MT1781,4.602
MT1782,30.347
MT1783,27.363
MT1784,13.888
MT1785,33.687
MT1786,31.89
idi,38.822
MT1788,23.44
MT1789,62.682
MT1790,1.82
MT1791,14.479
MT1792,24.734
MT1793,10.634
MT1794,89.113
MT1795,21.094
MT1796,16.287
MT1797,16.142
MT1798,6.988
MT1799,10.365
MT1800,14.635
MT1801,6.896
MT1802,32.195
MT1803,3.224
MT1804,6.411
MT1805,2.218
MT1807,8.171
MT1808,12.692
MT1809,24.702
MT1810,13.042
MT1811,26.423
MT1812,8.71
MT1813,16.747
MT1814,3.938
MT1814.2,10.528
MT1815,72.003
MT1816,21.999
MT1817,15.529
MT1818,72.863
MT1820,57.701
MT1820.1,54.569
MT1821,31.357
MT1821.1,102.949
MT1822,85.663
MT1823,32.103
MT1824,23.189
MT1825,65.7
MT1826,34.463
MT1827,4.909
MT1828,37.559
MT1829,115.169
MT1830,74.031
malQ,31.165
MT1832,172.404
MT1833,114.013
MT1834,19.548
MT1835,9.991
MT1836,27.969
MT1837,29.311
MT1838,123.582
MT1838.1,10.186
MT1839,7.413
MT1839.1,2.426
MT1840,189.534
MT1841,347.637
MT1842,402.119
MT1843,250.734
MT1844,154.019
MT1845,211.437
MT1846,257.878
MT1847,132.924
MT1848,31.543
MT1849,13.848
MT1849.1,1.655
MT1850,3.388
MT1851,7.112
MT1853,15.505
MT1854,8.206
MT1854.1,170.158
MT1855,3.882
MT1856,17.009
MT1856.1,10.433
MT1857,26.533
MT1858,268.76
mgtC,43.861
MT1860,17.363
MT1861,31.813
MT1862,46.587
MT1863,413.669
MT1864,101.682
MT1865,22.653
MT1866,37.52
MT1867,12.193
MT1868,42.471
secA-1,122.73
pgsA-1,32.722
MT1871,21.728
MT1872,23.23
MT1873,30.011
gcvH,85.985
garA,354.404
MT1876,140.497
MT1877,119.644
MT1879,171.437
gcvP,130.603
MT1881,32.465
MT1882,8.194
MT1883,34.761
MT1884,153.4
aceB,260.874
MT1886,50.734
MT1887,25.146
MT1888,20.389
MT1889,66.649
MT1890,51.848
guaB-1,91.758
gnd,68.501
MT1893,88.851
MT1894,366.858
MT1895,74.341
ureA,28.829
ureB,30.503
ureC,30.024
ureF,14.467
ureG,23.725
MT1901,35.573
ndh-2,133.117
MT1903,52.751
MT1904,234.395
MT1905,100.686
MT1906,24.54
MT1907,46.01
MT1908,46.623
MT1909,10.452
MT1910,28.356
MT1911,28.949
MT1912,150.758
MT1913,16.093
MT1914,11.227
MT1915,7.499
MT1916,9.723
MT1917,21.657
MT1918,82.168
MT1919,111.706
MT1920,533.211
lldD,859.192
MT1922,11.004
MT1923,22.385
MT1924,44.331
MT1924.1,106.629
bfr,94.266
MT1926,30.33
MT1927,11.234
MT1928,27.452
MT1929,62.206
MI22,66.499
MT1931,74.433
MT1931.1,587.342
MT1932,844.131
MT1933,32.32
fbpB,111.602
MT1935,183.099
MT1936,52.326
MT1937,6.525
MT1940,6.756
MT1941,76.36
MT1942,31.73
MT1943,42.545
MT1944,71.93
MT1945,7.684
MT1946,9.529
MT1947,15.516
MT1948,15.936
MT1949,66.149
MT1950,176.15
MT1951,66.828
cinA,41.991
MT1953,21.832
MT1954,23.571
MT1955,90.229
MT1956,54.787
MT1957,175.561
MT1957.1,25.235
MT1958,44.394
katG,198.356
fur-1,36.894
MT1961,12.571
MT1962,53.24
MT1963,13.849
MT1964,6.574
MT1965,10.562
aceA-2,53.653
MT1968,7.507
MT1969,19.411
MT1970,65.303
MT1971,16.041
MT1972,6.272
MT1973,9.393
MT1974,48.869
MT1975,48.343
MT1976,352.59
MT1977,140.853
MT1978,4.383
MT1979,19.936
MT1980,8.431
MT1980.1,32.101
MT1980.2,2.884
MT1981,6.029
tpx,90.742
MT1983,42.235
MT1984,4.592
MT1985,2.677
MT1986,9.706
MT1987,10.399
MT1988,6.797
MT1989,7.787
MT1990,18.095
MT1991,83.838
MT1992,45.238
MT1993,39.747
MT1994,6.799
MT1995,29.016
MT1997,20.311
MT1998,10.285
MT1998.1,17.254
MT1999,5.03
MT2000,9.099
MT2001,7.033
MT2002,27.329
MT2003,15.492
MT2004,28.379
MT2005,20.058
MT2006,23.891
MT2007,19.031
parE,20.196
MT2009,24.264
MT2530,146.011
MT2011,11.862
MT2012,26.262
MT2013,28.37
MT2014,12.448
MT2015,10.128
MT2015.1,2.185
MT2015.2,1.51
MT2016,7.224
MT2017,9.92
mce-3,7.382
MT2019,9.338
MT2020,11.048
MT2021,7.279
MT2022,9.86
MT2023,8.775
MT2024,5.965
MT2024.1,3.979
MT2025,4.776
MT2026,8.132
MT2027,7.575
MT2028,20.553
MT2029,22.137
MT2030,13.226
MT2031,28.875
MT2032,155.29
nrdF1,347.839
MT2034,196.331
MT2035,473.902
MT2036,22.641
MT2037,31.343
MT2038,44.369
MT2039,19.794
MT2040,14.267
MT2041,154.883
MT2042,35.479
MT2042.1,32.85
MT2043,35.605
MT2044,32.863
MT2045,11.286
MT2045.1,11.092
MT2046,26.501
MT2047,18.943
MT2048,28.815
MT2049,31.57
MT2050,16.964
MT2051,5.839
MT2052,15.26
MT2053,3.443
MT2054,12.816
MT2055,2.949
MT2056,7.386
MT2057,7.811
MT2058,13.09
MT2059,17.036
MT2060,29.098
MT2061,34.56
MT2062,15.348
fdxA,20.762
MT2064,3.214
MT2064.1,109.757
MT2065,122.451
MT2066,16.311
MT2067,4.47
MT2068,13.331
MT2069,5.814
MT2070,18.032
MT2071,101.37
MT2072,15.057
MT2073,9.174
MT2074,17.197
MT2075,8.938
MT2076,30.864
MT2077,37.11
MT2078,20.949
MT2079,39.589
MT2080,30.405
MT2080.1,3.44
MT2081,25.571
MT2082,26.816
MT2083,8.461
MT2084,6.121
MT2085,9.541
MT2086,10.889
MT2087,4.991
MT2088,3.368
MT2089,8.766
MT2090,26.239
MT2091,4.301
MT2092,8.049
MT2093,23.901
MT2094,22.749
MT2095,27.39
MT2096,18.909
MT2097,12.244
MT2098,8.947
MT2099,7.806
MT2100,15.542
MT2101,11.161
MT2102,19.192
pncA,53.77
MT2104,2.986
MT2105,23.742
MT2106,22.248
MT2107,38.595
MT2108,93.4
MT2109,51.335
MT2110,139.865
MT2111,140.234
MT2112,196.108
MT2113,258.481
MT2114,51.138
MT2115,24.619
rpsR (NC_002755 2316419..2316686),71.102
rpsN (NC_002755 2316686..2316992),46.815
rpmG (NC_002755 2316993..2317158),31.764
rpmB (NC_002755 2317157..2317394),43.737
MT2119,43.031
MT2120,63.742
cobN,22.576
MT2122,13.439
MT2123,15.671
MT2124,45.542
cobH,31.95
cobIJ,27.496
MT2127,36.301
bla,64.914
sigC,31.792
cobK,13.073
cobM,8.797
cobL,11.468
MT2133,8.696
MT2134,254.174
MT2135,52.347
MT2136,8.929
MT2137,5.152
MT2138,3.3
MT2138.1,3.106
MT2138.2,2.492
MT2139,8.504
MT2140,13.089
MT2141,74.901
MT2142,38.225
MT2143,74.045
MT2144,38.984
MT2145,55.892
MT2146,55.024
MT2147,31.591
MT2148,6.754
MT2149,16.516
MT2150,5.266
MT2151,27.869
MT2152,172.166
MT2153,93.696
MT2154,95.421
tatA,374.128
MT2156,39.19
MT2157,80.151
MT2158,125.68
MT2159,11.323
MT2160,31.403
MT2160.1,54.147
MT2161,69.128
MT2162,79.74
MT2163,60.627
MT2164,72.621
MT2165,7.255
MT2165.1,17.647
MT2166,32.744
MT2167,52.506
MT2168,27.537
prcA,181.717
prcB,224.559
MT2171,259.812
MT2172,64.909
MT2173,16.778
MT2174,111.812
MT2175,231.63
MT2176,8.99
MT2177,8.517
MT2178,24.247
MT2179,23.168
MT2180,36.34
hisG,11.034
hisE,17.553
MT2182.1,80.087
metH,178.845
MT2184,86.39
MT2185.1,12.75
ansP-2,89.593
MT2187,38.947
cysS (NC_002755 2389790..2390918),56.478
MT2189,115.069
MT2190,77.177
MT2191,53.658
MT2192,158.756
MT2193,44.228
uppP,70.374
MT2195,707.384
MT2196,43.581
pyrD,44.136
MT2198,27.307
MT2199,16.731
MTt22,1.963
MT2200,12.819
MT2201,52.033
MT2202,28.704
MT2203,299.977
ag84,392.836
MT2205,106.837
MT2206,404.748
MT2207,69.075
MT2208,154.785
ftsZ,352.444
ftsQ,107.779
murC,138.231
murG,152.692
ftsW-2,298.896
murD,147.01
mraY,176.858
murF,124.521
murE,201.898
MT2218,455.854
MT2218.1,304.279
MT2219,580.523
MT2220,265.639
MT2221,116.953
MT2222,212.969
mraW,157.54
MT2224,322.577
MT2225,49.75
MT2226,10.221
MT2227,60.48
MT2228,419.924
MT2229,49.49
MT2230,39.123
MT2231,38.196
MT2232,10.579
MT2233,15.389
MT2234,140.239
MT2234.1,6.202
MT2235,10.543
MT2236,54.651
MT2237,121.946
MT2238,56.652
MT2239,40.708
MT2240,79.787
MT2241,23.293
MT2242,49.878
MT2243,12.119
MT2244,30.923
MT2245,205.184
MT2246,9.81
MT2247,19.137
trpD,46.52
ctaE,296.307
MT2250,246.889
MT2251,302.77
MT2252,376.401
MT2253,122.878
MT2254,102.168
MT2255,202.986
ctaC,288.609
MT2257,25.535
MT2258,191.723
MT2259,177.39
MT2260,539.926
MT2261,15.346
MT2262,69.045
cobT,57.912
cobS,61.961
MT2265,45.596
ilvE,68.807
gcvT,33.306
MT2268,26.697
pepA,33.293
MT2270,69.658
dlaT,105.43
MT2273,64.256
lipB,53.401
lipA,43.24
MT2276,76.794
MT2277,24.94
glnA-1,69.378
MT2279,40.481
glnA-2,180.867
slpD,31.967
MT2282,63.086
MT2283,2.426
panB,78.127
MT2285,15.295
MT2285.2,13.792
MT2286,20.729
MT2287,25.421
MT2289,20.158
hisC-2,14.648
MT2291,6.239
MT2292,18.68
ptpA,25.448
MT2294,26.762
cobD,11.56
MT2296,25.477
MT2297,70.028
MTt23,0.776
MT2298,73.863
MT2299,140.518
MT2300,28.302
aceE,59.805
MT2302,25.96
fabD,92.7
acpP,357.434
fabF-1,306.018
fabF-2,251.683
pccB-2,322.046
MT2308,31.186
glpD-1,56.914
MT2310,45.44
MT2311,305.745
MT2312,110.575
MT2314,22.762
MT2315,23.37
MT2316,128.167
MT2317,541.66
MT2318,31.641
MT2319,58.453
MT2320,57.805
MT2321,43.288
MT2322,13.121
MT2323,13.307
MT2324,18.626
MT2325,23.382
MT2326,11.525
MT2327,2.841
MT2328,10.271
MT2329,7.585
MT2330,6.853
MT2330.1,16.229
MT2331,125.18
MT2332,37.075
MT2333,28.722
MT2334,10.235
MT2334.1,2.384
MT2335,28.314
MT2336,16.429
MT2337,9.801
MT2338,36.502
MT2339,5.897
MT2340,5.395
MT2341,3.274
MT2342,16.58
MT2343,16.93
MT2344,8.739
MT2345,10.546
MT2345.1,30.041
cdh,39.864
MT2347,46.667
sseA-2,61.481
MT2349,19.411
MT2350,13.281
MT2351,9.856
MT2352,71.037
MT2353,46.368
MT2354,33.809
MT2355,27.919
htpG,27.379
MT2357,16.041
MT2358,22.499
MT2359,105.204
MT2360,46.196
MT2361,14.42
MT2361.1,0.971
MT2362,12.911
MT2363,13.839
bem46,16.52
MT2364.1,14.165
MT2365,8.796
MT2365.1,11.589
MT2365.2,48.369
MT2366,10.64
MT2367,15.039
MT2367.1,13.891
MTt24,3.148
MT2368,33.331
MT2369,3.697
MT2370,6.933
MT2370.1,1.866
MT2370.2,2.823
MT2370.3,2.629
MT2371,2.284
MT2372,2.701
MT2373,7.654
MT2374,10.353
MT2375,9.954
MT2376,58.71
MT2377,64.549
MT2378,46.994
MT2379,3.135
MT2380,2.4
MT2381,4.864
MT2382,8.745
MT2383,14.764
MT2384.1,15.484
MT2385,16.528
MT2386,21.756
MT2387,126.276
MT2388,191.22
MT2389,300.637
MT2390,34.968
narK-4,56.466
MT2392,7.72
MT2393,55.461
sfcA,16.052
MT2395,9.273
MT2396,3.405
cysK,185.249
MT2398,105.327
MT2399,18.991
MT2400,14.623
MT2401,18.012
MT2401.1,1.839
MT2401.2,8.042
MT2402,18.323
MT2404,41.964
MT2405,3.405
MTt25,0.798
MT2406,1.941
MT2407,49.716
dnaG,45.859
MT2409,25.837
MT2410,73.211
MT2411,782.987
MT2412,608.218
MT2413,299.36
MT2414,31.882
MT2415,40.147
MT2416,19.001
MT2417,3.576
MT2418,3.32
MT2419,5.546
MT2420,481.278
MT2421,548.949
MT2422,95.376
MT2423,122.74
MT2423.1,33.93
MT2424,45.643
MT2425,100.806
glyS,18.951
MT2427,33.113
fur-2,28.45
MT2429,43.166
uppS-2,44.574
recO,52.542
nylA,13.368
era,68.358
MT2434,47.083
MT2435,92.478
MT2436,110.469
MT2437,121.306
MT2438,7.152
MT2439,8.243
MT2440,9.908
MT2441,108.791
dnaJ-2,225.535
hrcA,125.27
MT2444,131.667
MT2445,242.238
mbtH,26.151
MT2446,16.58
MT2447,24.443
MT2448,21.55
MT2449,17.854
MT2450,20.28
pchE,22.58
entE,8.025
MT2453,10.534
MT2454,29.267
MT2455,83.468
MT2456,54.36
MT2457,115.822
MT2458,343.391
MT2459,362.656
MT2460,498.412
nirA,788.878
cysH,467.849
MT2463,368.882
ggt-2,92.866
MT2465,31.006
MT2466,1965.656
MT2467,496.221
MT2467.1,178.806
cysA,70.845
cysW,21.047
cysU,39.438
sbp,23.707
MT2472,15.529
MT2473,7.764
MT2474,20.77
MT2475,22.338
lepA,14.722
MT2477,22.776
MT2478,6.14
MT2479,2.727
MT2480,4.053
MT2481,8.228
MT2482,37.783
MT2483,35.786
MT2484,30.312
rpsT,150.158
MT2486,26.803
MT2487,22.372
MT2488,2.086
MT2488.1,3.729
MT2489,6.804
MT2490,36.75
MT2491,12.367
MT2492,22.704
MT2493,24.914
nadD,16.481
MT2495,1.28
MT2496,6.563
MT2497,5.637
MT2498,29.097
MT2499,51.652
proA,80.351
MT2501,2.367
MT2502,4.181
ahpC,35.851
ahpD,68.812
MT2505,190.906
MT2506,95.697
MT2507,6.804
MT2508,10.914
MT2509,9.639
MT2510,2.709
rbsK,12.601
MT2512,20.741
nadE,57.691
MT2514,14.446
proB,28.628
obgE,42.624
rpmA,137.887
rplU,153.256
MT2518.1,10.472
dctA,71.806
MT2520,461.625
MT2520.1,449.395
ndk,42.931
MT2522,34.439
folC,63.405
valS,44.489
MT2525,37.309
MT2526,19.617
MT2527,18.827
MT2527.1,11.884
MT2528,36.42
MT2529,122.414
MT2531,64.581
clpX,506.419
mmuM,9.674
MT2534,40.823
clpP-1,147.886
clpP,113.184
tig,108.237
MTt26,8.319
MTt27,1.64
MT2538,89.685
fpg-1,35.07
MT2540,44.282
MT2541,24.777
pepN,34.882
MT2543,79.494
MT2544,89.867
MT2545,25.417
MT2546,67.292
MT2547,35.487
MT2547.1,42.058
MT2547.2,16.694
MT2548,29.031
MT2549,54.049
MT2550,110.602
MT2551,95.025
MT2552,71.985
MT2553,1.723
MT2554,0.761
MT2554.1,10.383
MT2554.2,7.619
MT2555,47.545
MT2556,50.349
MT2557,71.569
MT2558,9.876
MT2559,18.353
MTt28,2.361
MT2560,22.357
MT2561,6.843
MT2563,9.113
MT2563.1,4.973
MT2564,6.105
MT2565,3.376
MT2566,2.24
MT2567,6.728
MT2568,241.329
MT2569,147.771
MT2570,155.043
MT2571,174.089
MT2572,198.332
citE,57.313
MT2574,55.833
MT2575,78.873
bccA-2,53.492
pccB-3,34.025
scoB,38.645
scoA,39.29
MT2580,5.738
MT2581,13.889
MT2582,37.978
MT2583,15.218
MT2584,61.553
MT2585,17.921
MT2586,15.098
MT2586.1,5.939
MTt29,0
MT2587,90.15
MT2588,29.743
MT2589,32.077
MT2589.1,28.407
MT2590,8.823
MT2591,5.273
MT2593,46.065
MT2593.1,55.064
MT2593.2,4.125
MT2594,45.894
MTt30,4.786
MT2595,50.113
MT2596,21.965
bcp-2,54.302
MT2598,32.929
acpS,56.011
MT2600,210.956
MT2600.1,7.575
MT2601,83.686
MT2601.1,11.959
MT2601.2,37.801
MT2602,26.364
mrr,11.128
MT2604,5.899
MT2605,38.406
MT2606,36.234
MT2607,39.457
nusB,117.068
efp,143.519
yqhT,70.047
MT2611,79.228
aroQ,97.318
aroB,101.976
aroK,169.327
aroC,261.134
MT2615.1,14.636
MT2616,48.163
MT2617,217.865
MT2618,242.64
MT2619,2.029
MT2620,5.621
MT2621,7.097
MT2622,3.771
MT2623,24.744
MT2624,26.036
MT2625,49.848
MT2626,27.864
MT2627,22.962
MT2627.1,7.487
MT2628,34.94
aroE,109.422
MT2630,195.087
MT2631,176.631
alaS,246.383
MT2633,242.192
MT2634,100.938
MT2635,110.98
MT2636,21.468
MT2637,19.59
MT2637.1,9.885
MT2638,18.409
MT2639,21.63
MT2640,21.346
MT2641,30.347
MT2642,14.915
MT2643,43.845
MT2644,17.595
MT2645,10.599
MT2646,9.855
MT2647,12.65
aspS,19.803
MT2649,4.501
MT2650,40.902
MT2651,53.678
MT2652,169.942
MT2653,1.585
MT2654,4.615
MT2655,7.856
linB,23.216
hisS,76.226
MT2658,76.545
ppi-2,21.798
relA,98.792
apt,99.309
MT2662,74.131
secF,180.397
secD,177.474
yajC,214.025
gabT,104.217
MT2667,1182.872
MT2668,286.982
MT2668.1,133.155
ruvB,116.017
ruvA,104.939
ruvC,134.338
MT2672,29.875
MT2673,20.818
MT2673.1,8.015
MT2674,7.144
MT2674.1,16.874
speE,11.15
MT2676,82.093
MT2677,103.659
MT2678,56.539
MT2679,29.263
tesB-2,44.605
MT2681,56.653
pdxH,4.572
MT2683,16.371
MT2684,70.697
MT2685,51.319
MT2686,38.149
MT2687,37.487
MT2688,36.347
thrS,30.924
MT2689.1,8.173
MT2690,23.928
MT2691.1,34.638
MT2692,66.157
MT2693,24.393
MT2694,40.381
MT2695,18.864
MT2696,39.168
MT2697,8.36
MT2698,5.862
MT2699,5.048
