"Feature ID","RPKM"
MT2700,3.991
MT2701,3.64
MT2702,3.563
MT2703,5.454
MT2704,38.253
MT2705,19.95
MT2707,19.232
MT2708,28.91
MT2709,35.108
MT2710,9.254
MT2712,13.753
MT2713,1.438
MT2714,5.755
MT2715,13.473
MT2716,17.197
MT2717,57.359
MT2718,113.394
MT2719,102.892
MT2720,16.416
MT2721,11.702
MT2722,4.412
MTt31,6.988
MTt32,3.065
MTt33,7.869
MTt34,0.776
MT2723,7.279
MT2724,9.968
MT2725,9.153
MT2726,14.868
MT2727,40.723
MT2728,44.166
MT2729,9.469
MT2730,4.314
MT2731,0.473
MT2732,17.168
MT2733,69.94
MT2734,60.688
MT2734.1,13.099
MT2735,18.508
MT2736,22.476
MT2736.1,5.86
MT2737,47.781
MT2738,23.979
MT2739,136.292
MT2740,45.673
MT2741,4.066
MT2742,11.424
MT2743,7.047
MT2744,6.558
MT2745,12.779
MT2746,28.313
MT2747,16.728
MT2748,79.203
MT2749,45.628
MT2750,51.289
hemG,68.518
hemE,84.098
MT2753,33.987
MT2754,91.2
MT2755,63.407
dxs,174.397
MT2757,31.456
MT2758,22.932
MT2759,25.565
MT2760,5.984
MT2761,2.447
MT2762,14.65
MT2763,11.022
MT2764,14.337
ceoB,33.374
MT2766,37.856
MT2767,49.915
MT2768,186.372
MT2769,13.736
MT2770,85.26
dut,74.013
MT2772,27.2
MT2773,33.633
MT2774,31.219
MT2775,19.202
ppgK,38.458
sigA,315.203
MT2777.1,56.333
MT2778,58.689
MT2779,502.843
MT2780,154.513
MT2781,120.911
MT2782,73.737
sigB,1990.369
ideR,314.949
MT2785,34.423
MT2786,44.782
MT2787,55.247
MT2788,104.037
MT2789,38.144
MT2790,17.529
nrdR,56.981
MT2792,84.544
lexA,301.942
MT2794,156.954
MT2794.1,44.339
MT2795,20.484
MT2796,283.996
hflX,72.104
dapF,93.642
miaA,43.876
MT2800,35.476
MT2801,120.967
MT2801.1,8.057
MT2802,36.111
MT2802.1,35.283
MT2803,40.109
MT2803.1,4.118
MT2803.2,15.461
MT2804,31.199
recX,167.869
recA,305.892
MT2807,8.061
MT2808,17.161
MT2808.1,27.065
MT2810,28.572
MT2812,38.865
MT2813,37.808
MT2814,123.559
MT2815,353.628
MT2816,364.69
pgsA-2,33.646
MT2818,28.823
ftsK,178.046
MT2820,78.356
MT2821,40.26
MT2822,65.005
dapA,120.917
thyX,8.584
MT2825,9.917
hsdM,16.577
MT2827,10.474
MT2828,6.979
MT2829,11.911
MT2830,11.862
MT2831,25.527
MT2832,22.046
folA,33.606
thyA,61.433
MT2835,5.366
fabG (NC_002755 3070310..3071093),17.701
MT2837,6.404
MT2838,12.452
MT2839,7.807
MT2840,25.384
MT2841,34.195
MT2842,43.368
dapB,52.473
MT2844,29.961
MT2845,20.142
MT2846,30.023
MT2847,64.786
MT2848,71.71
MT2849,37.543
ald,41.275
MT2851,111.347
MT2852,246.951
gpsI,372.474
MT2854,48.077
rpsO,428.341
ribF,30.695
MT2857,8.145
MT2858,52.554
MT2859,89.263
MT2860,119.081
MT2861,299.144
MT2862,137.58
truB,65.115
MT2863,70.664
MT2864,77.525
MT2865,14.79
MT2866,8.792
MT2867,37.818
MT2867.1,35.957
MT2868,32.999
pemK,13.325
MT2870,14.694
MT2871,11.199
MT2872,11.739
MT2873,5.459
MT2874,3.176
MT2875,12.725
MT2876,43.489
MT2877,33.97
MT2878,5.205
MT2879,2.85
MT2880,3.008
MT2881,24.873
MT2882,6.945
MT2883,42.739
MT2884,33.555
MT2885,9.818
MT2886,6.815
MT2887,6.919
MT2888,9.255
MT2889,6.212
MT2890,4.699
MT2891,5.608
MT2892,38.508
MT2893,56.796
MT2894,64.376
MT2895,5.475
MT2895.1,17.811
MT2896,66.731
MT2897,42.938
MT2898,22.53
MT2899,8.019
MT2900,6.752
MT2901,8.429
MT2902,63.786
MT2903,158.964
rbfA,289.375
infB,250.946
MT2906,521.385
nusA,119.345
MT2908,164.257
MT2909,34.45
MT2910,40.966
proS,23.407
efpA,239.478
cysG,34.089
cobB,35.178
cobA,55.247
MT2916,63.412
MT2917,118.816
yojH,77.841
MT2919,16.283
MT2921,8.559
MT2922,10.296
MT2923,17.121
MT2924,5.154
MT2925,32.152
MT2926,39.12
MT2927,24.21
MT2928,29.286
map-2,147.281
MT2930,14.534
MT2931,3.285
MT2932,8.712
MT2933,26.122
MT2934,19.166
MT2935,150.113
ispG,210.972
MT2937,87.806
dxr,56.03
MT2939,18.1
mpt83,16.864
MT2941,3.64
MT2942,7.53
MT2943,34.02
MT2944,42.379
MT2945,39.564
MT2946,100.001
MT2947,104.767
MT2948,101.715
frr,122.625
MT2950,550.666
pyrH,120.32
MT2952,25.626
MT2953,45.77
MT2954,28.002
MT2955,38.961
MT2956,95.254
tsf,130.883
rpsB,166.478
MT2958.1,3.282
MT2959,7.689
MT2960,6.066
MT2961,17.029
xerC,96.995
MT2963,50.517
MT2964,15.629
MT2965,6.201
MT2966,25.563
fdhD,26.419
MT2968,78.69
MT2969,325.043
rnhB,163.567
lepB,262.216
rplS,387.373
MT2973,186.902
trmD,39.075
rimM,24.456
MT2976,73.571
rpsP,87.767
MT2978,11.804
dacB,24.331
MT2980,12.182
MT2981,8.913
MT2982,10.477
MT2983,19.08
ffh,40.003
MT2985,6.825
glnD,33.352
glnB,118.529
amt,13.279
MT2988.1,1.213
ftsY,67.595
MT2990,25.045
MT2991,12.597
MT2992,16.457
MT2993,7.131
fpg-2,13.722
rnc,106.963
MT2996,103.89
MT2997,205.462
MT2998,35.44
MT2998.1,18.851
MT2999,538.695
MT3000,196.087
MT3002,50.01
MT3003,54.022
MT3004,55.271
MT3005,86.796
MT3006,107.054
MT3007,67.337
MT3008,60.056
MT3009,67.733
mas-2,328.18
MT3011,223.814
MT3012,216.748
MT3013,102.448
MT3014,21.114
MT3015,10.503
MT3016,17.949
MT3017,56.326
MT3018,95.068
MT3021.1,167.124
MT3021,197.357
MT3022,475.347
MT3023,574.046
MT3024,21.975
MT3025,93.296
MT3026,59.165
MT3027,46.235
MT3028,141.799
MT3029,31.357
MT3553,2.538
MT3030,114.876
MT3031,55.212
MT3032,33.866
MT3033,12.378
MT3034,12.398
MT3035,31.879
MT3036,17.752
MT3037,5.908
MT3038,14.321
MT3039,63.814
purU,12.421
MT3041.1,6.957
MT3042,13.18
coaD,31.154
MT3044,32.763
pca,33.058
MT3046,44.894
MT3047,98.093
MT3048,62.993
MT3049,79.497
MT3050,15.415
recG,13.335
MT3052,17.515
MT3052.1,35.065
rpmB (NC_002755 3326173..3326368),64.804
ung,52.444
thiL,66.661
MT3056,81.865
MT3057,72.767
MT3058,13.362
MT3058.1,2.961
MT3058.2,77.316
ddl,63.476
gpsA (NC_002755 3332372..3333377),49.136
MT3061,11.105
ppk,30.765
MT3063,235.376
MT3064,1023.829
leuD,20.679
leuC,22.851
MT3067,142.035
MT3068,459.241
MT3069,25.684
MTt35,3.065
MTt36,0
gltX,36.609
MT3071,43.433
MT3072,41.26
leuB,76.32
serA,62.784
MT3075,13.681
MT3076,20.034
MT3077,6.919
MT3078,8.941
MT3080,12.706
MT3080.1,83.229
ilvC,126.575
ilvH,113.136
ilvB,100.035
MT3084,56.036
MT3085,229.607
MT3086,91.191
MT3087,36.775
MT3088,29.303
gatB,56.293
pfkA,44.014
gatA,14.156
gatC,14.364
MT3093,14.095
ligA,18.401
MT3095,10.452
MT3096,20.52
MT3097,5.41
MT3098,1.998
MT3099,8.192
MT3100,4.935
MT3101,8.801
MT3102,1.879
MT3103,5.264
MT3104,3.402
MT3105,6.219
MT3106,4.007
MT3106.1,3.517
MT3107,8.586
mnmA,40.299
MT3109,75.674
MT3110,4.837
MT3111,7.985
etfA,121.396
etfB,153.69
MT3114,41.646
MT3115,35.618
MT3116,35.735
MT3117,13.289
MT3118,11.35
MT3119,44.284
MT3120,31.133
MT3121,24.86
MT3122,23.683
MT3123,87.114
MT3124,23.598
MT3125,25.255
MT3126,31.071
serB,60.838
ctaD,85.017
MT3129,51.073
adh,146.787
MT3131,67.706
MT3131.1,22.707
MT3132,34.736
nrdF2,113.959
MT3134,165.938
MT3135,30.975
MT3136,168.885
nrdE,352.316
nrdI,318.678
MT3139,486.494
MT3139.1,413.387
MT3140,10.353
MT3141,10.582
MT3142,18.796
MT3143,30.195
MT3144,49.344
MT3145,23.585
MT3145.1,10.834
MT3146,46.116
MT3147,102.191
ligB,23.118
cstA,11.79
MT3149.1,5.728
MT3150,21.188
emrE,53.381
MT3151,47.237
MT3152,31.455
MTt37,5.584
pgmA,11.477
ccrB (NC_002755 3429482..3429881),15.179
ccrB (NC_002755 3429877..3430258),11.005
MT3155,8.386
MT3156,4.118
MT3157,13.091
MT3158,20.716
MT3159,54.625
MT3160,78.401
MT3161,21.242
MT3162,9.802
habA,11.299
MT3164,7.877
MT3165,16.721
MT3166,12.526
MT3167,6.874
MT3168,152.589
bah,118.729
MT3170,109.32
MT3171,176.7
MT3172,83.706
MT3173,65.263
MT3174,55.384
MT3174.1,8.627
MT3174.2,3.267
MT3175,9.312
MT3176,37.205
MT3176.1,191.077
MT3177,166.052
MT3178,197.102
MT3179,101.329
MT3180,58.744
MT3181,6.337
MT3182,75.688
MT3183,65.342
smpB,17.603
ftsX,26.316
ftsE,17.47
MT3186.1,19.289
MT3187,51.826
prfB,42.475
fprA,24.126
MT3190,15.257
MT3191,16.671
moaA-2,3.998
MT3193,5.973
moaC (NC_002755 3474967..3475480),4.2
moaD,4.16
MT3195,3.656
MT3196,4.13
MT3197,9.006
MT3198,29.067
sseA-3,65.007
MT3200,67.843
moaE-2,65.578
MT3202,37.47
MT3203,26.333
MT3204,16.923
MT3205,75.172
MT3206,37.609
MT3207,2.478
MT3208,4.48
MT3209,9.26
MT3210,2.471
MT3211,7.764
MT3212,13.015
MT3214,4.796
MT3215,5.771
MT3216,13.513
MT3217,12.603
MT3218,24.339
MT3219,31.966
MT3220,21.143
MT3220.1,3.798
MT3220.2,181.329
MT3221,155.85
MT3222,61.556
MT3223,22.444
MT3224,19.783
MT3225,33.422
MT3226,110.921
MT3227,150.075
MT3228,100.231
MT3229,73.233
MT3230,85.757
MT3231,98.334
nuoA,144.155
nuoB,129.058
nuoC,109.108
nuoD,125.931
nuoE,152.451
nuoF,122.604
nuoG,227.739
nuoH,205.92
nuoI,234.491
nuoJ,182.451
nuoK,109.285
nuoL,248.243
nuoM,199.568
nuoN,123.655
MT3247,18.061
MT3248,48.853
MT3249,132.013
MT3250,241.703
MT3251,16.752
MT3252,9.568
MT3253,13.787
MT3254,8.319
MT3255,11.816
MT3256,4.895
MT3257,8.502
MT3258,17.786
MT3259,19.027
MT3260,204.956
MT3261,15.433
MT3262,81.122
MT3263,4.524
MT3264,16.307
MT3265,12.046
MT3266,5.159
MT3267,5.417
MT3268,0.647
MT3269,4.952
MT3270,11.433
MT3270.1,6.892
MT3271,12.718
MT3272,10.67
MT3273,0.431
MT3274,33.919
MT3275,13.235
MT3275.1,1.797
MT3276,15.562
MT3277,13.41
MT3278,23.321
MT3279,157.231
MT3280,148.715
MT3281,32.408
MT3282,1.362
MTt38,1.513
MT3283,5.761
MT3284,2.08
MT3285,62.925
MT3286,16.438
MT3287,13.091
MT3288,8.088
MT3289,22.019
MT3290,308.456
MT3290.1,37.422
MT3290.2,35.035
MT3291,34.641
MT3292,27.404
nudC,30.724
MT3294,53.108
MT3295,15.853
MT3296,25.569
MT3297,16.486
MT3298,19.411
MT3299,35.397
MT3300,96.725
MT3301,113.207
MT3302,163.835
MT3303,65.184
MT3304,39.813
MT3305,112.75
MT3306,55.64
deaD-2,647.298
MT3308,434.659
MT3309,227.918
MT3310,29.074
MT3311,16.393
MT3312,26.581
MT3313,51.678
MT3314,12.72
MT3315,1398.521
MT3316,118.671
MT3317,140.489
MT3318,124.08
MT3319,99.904
sigH,100.666
MT3321,116.399
MT3322,49.55
MT3323,41.969
MT3323.1,20.869
aroA,28.665
MT3325,106.908
MT3326,941.671
MT3327,191.921
MT3328,25.349
MT3329,42.56
MT3330,28.972
MT3331,38.965
MT3332,23.674
MT3333,37.515
MT3334,34.964
MT3335,20.52
MT3337,15.824
secA-2,68.164
MT3339,120.614
MT3340,11.47
MT3341,37.064
MT3342,159.218
mtrB,217.932
mtrA,425.978
MT3345,75.207
ahcY,870.805
MT3347,1994.818
MT3348,1711.052
MT3349,1843.385
alkB,1644.88
MT3351,33.774
MT3352,31.017
manA,60.559
MT3354,92.525
manB,157.581
MT3356,133.511
MT3357,40.808
MT3358,277.549
MT3359,21.925
MT3361,13.229
MT3362,3.451
MT3363,14.786
mpg1,75.973
MT3365,48.464
strL,75.226
MT3367,193.099
MT3368,132.671
MT3369,75.385
MT3370,94.275
MT3371,99.58
yfdE,44.474
MT3373,66.15
MT3374,62.066
purE,41.263
purK,47.129
MT3377,63.898
MT3377.1,46.427
MT3378,11.647
birA,14.54
pccB-4,97.056
MT3380,201.307
maf,48.397
sseA-4,173.854
MT3383,112.828
bccA-3,143.695
sigF,39.786
MT3386,54.644
MT3387,57.53
MT3388,66.707
lat,258.73
lrp,25.067
MT3391,15.398
MT3392,30.862
MT3393,8.627
MT3394,122.326
MT3395,38.669
nei,35.941
MT3397,24.821
MT3398,71.605
MT3399,86.653
MT3400,178.985
glpD-2,298.224
lpdA-2,107.05
MT3403,25.335
MT3404,47.831
MT3405,73.714
deoD,45.533
manB-2,19.629
upp,12.225
MT3409,73.245
MT3410,47.135
MT3411,14.98
MT3412,22.136
MT3413,96.55
MT3414,18.58
deoA,14.785
cdd,7.533
sdhC,26.454
sdhD,28.782
sdhA (NC_002755 3699887..3701660),21.021
sdhB,25.588
MT3421,80.903
MT3422,87.95
MT3423,66.85
moaDE,95.919
moaC (NC_002755 3704602..3705157),85.934
MT3426,73.918
moaA-3,84.262
MT3427.1,44.297
MT3428,13.009
MT3429,5.161
MT3430,11.835
MT3431,60.36
MT3432,25.646
MT3433,37.771
MT3434,27.625
nagA,36.417
MT3436,23.186
MT3437,13.573
MT3437.1,3.882
MT3438,24.297
MT3439,34.07
trpS,71.078
MT3441,56.908
icd-2,48.386
MT3443,45.681
metX,71.77
MT3445,78.873
MT3447,14.686
MT3448,10.421
MT3449,4.75
MT3449.1,0.971
MT3449.2,4.853
MT3450,7.674
MT3453,43.272
MT3454,1.184
MT3455,16.807
MT3456,7.466
MT3456.1,5.767
MT3458,12.241
MT3459,4.175
MT3460,5.949
MT3461,7.089
MT3462,17.171
MT3463,27.136
folD,40.219
MT3465,4.642
MT3466,5.191
MT3467,7.139
MT3468,11.363
MT3469,20.15
MT3470,30.217
MT3471,24.461
MT3472,34.822
MT3474,60.093
MT3475,6.262
MT3476,35.366
MT3477,18.689
MT3478,29.05
dnaE2,68.864
MT3481,35.87
MT3482,27.136
MT3483,9.346
MT3484,18.3
MT3485,9.461
MT3486,111.214
MT3487,37.778
MT3488,12.157
MT3489,7.83
lytB-2,27.94
MT3491,38.057
MT3491.1,12.188
MT3492,36.617
MT3493,92.345
MT3494,10.408
MT3494.1,8.503
MT3495,8.805
MT3496,81.114
MT3497,45.129
MT3498,16.847
cma1,15.502
MT3500,11.936
MT3501,15.592
MT3502,30.138
MT3503,7.257
guaA,37.014
crtB,8.328
MT3506,5.716
MT3507,7.175
MT3508,46.867
MT3509,50.094
MT3510,13.489
MT3510.1,9.099
MT3511,16.358
MT3512,31.884
MT3513,15.919
MT3514,16.067
MT3515,53.769
MT3516,62.579
MT3517,122.502
MT3518,70.572
guaB-2,194.295
MT3520,12.591
MT3521,392.758
MT3522,276.61
MT3523,346.9
MT3524,8.229
MT3525,121.933
groEL (NC_002755 3826148..3827768),85.805
groES,347.864
gcp,68.024
MT3529,58.478
MT3530,61.577
MT3531,62.943
alr,64.593
MT3532.1,4.034
MT3532.2,143.418
MT3533,297.783
MT3534,78.195
MT3535,30.61
MT3536,53.381
MT3537,36.551
gadB,19.706
MT3539,22.974
MT3540,19.656
MT3541,29.768
glmS,26.989
MT3542.1,23.074
MT3543,28.737
MT3544,24.098
MT3545,28.557
glmM,110.458
rpsI,142.008
rplM,199.096
MT3549,5.958
MT3550,4.282
MT3551,2.828
MT3554,1.991
MT3555,4.555
MT3556,8.078
MT3557,24.107
MT3559,15.73
MT3560,12.617
MT3561,16.55
truA,133.534
rplQ,397.233
rpoA,298.252
rpsD,281.655
rpsK,285.068
rpsM,374.404
rpmJ,489.878
infA,589.944
MT3569,9.638
rfbB,86.766
strM,63.397
MT3572,13.927
MT3572.1,3.487
MT3573,72.374
MT3573.1,75.383
MT3573.2,37.947
MT3573.3,26.716
MT3573.4,16.217
MT3573.5,31.357
MT3573.6,23.109
MT3573.7,30.91
MT3573.8,81.958
MT3573.9,26.726
MT3573.10,21.029
MT3573.11,112.326
MT3573.12,155.7
MT3573.13,19.058
MT3573.14,7.982
MT3573.15,2.692
MT3573.16,5.869
MT3574,5.052
bphI-1,4.09
MT3576,5.863
MT3577,1.574
MT3578,10.337
MT3579,9.87
MT3580,6.988
MT3580.1,1.713
MT3580.2,142.033
MT3581,211.171
MT3582,79.32
MT3583,26.717
MT3584,26.355
MT3585,8.44
MT3586,40.087
MT3587,44.356
MT3588,126.286
MT3589,37.502
MT3590,149.017
MT3591,523.925
MT3592,25.163
MT3593,317.991
otsA,148.441
MT3595,71.208
MT3596,78.248
MT3597,66.222
MT3598,82.695
MT3599,80.015
MT3600,70.199
MT3601,58.451
MT3602,42.085
MT3603,44.099
MT3604,27.77
MT3605,21.858
fabG (NC_002755 3914859..3915873),29.461
fdxD,44.585
MT3608,17.475
MT3609,19.826
MT3610,5.943
MT3612,14.674
MT3612.1,68.98
MT3613,39.737
MT3614,11.132
MT3615.1,12.045
MT3615.2,0.709
MT3615.3,13.371
MT3615.4,12.764
MT3616,23.194
MT3617,26.029
MT3618,5.896
MT3619,27.894
MT3620,31.215
MT3621,115.339
MT3622,45.428
MT3622.1,15.912
MT3623,61.231
MT3624,44.183
MT3625,18.746
MT3626,125.706
MT3627,51.504
MT3628,14.897
MT3629,19.819
MT3630,7.647
MT3631,8.235
MT3632,15.68
MT3633,20.973
MT3634,42.436
MT3636,9.253
MT3637,15.216
bphI-2,53.55
mhpF,59.255
mhpD,83.127
MT3641,37.693
MT3642,29.151
MT3643,9.827
MT3644,24.377
MT3645,44.049
MT3646,45.915
MT3647,45.726
MT3648,45.499
MT3649,38.152
MT3650,23.175
MT3651,39.461
MT3652,28.351
MT3653,32.85
MT3653.1,2.218
MT3654,26.064
MT3655,31.137
MT3656,32.172
MT3657,29.95
MT3658,18.806
MT3659,26.336
MT3660,55.876
MT3661,41.237
MT3663,10.577
MT3664,12.695
MT3665,15.388
MT3666,19.721
MT3667,24.649
MT3668,20.388
MT3669,16.795
MT3670,10.638
nhoA,27.408
MT3671.1,33.806
MT3671.2,35.076
MT3672,62.467
MT3673,103.247
bphD,122.849
MT3675,179.32
MT3676,23.521
MT3677,33.449
MT3678,7.77
MT3679,131.424
MT3680,12.318
MT3681,32.461
MT3682,19.309
MT3684,19.786
MT3685,51.891
cysS (NC_002755 4014533..4015943),55.838
ispF,259.989
ispD,703.238
MT3689,2382.936
MT3690,82.68
radA,58.435
MT3692,68.669
MT3693,179.394
cynT,40.689
MT3695,20.111
MT3696,23.293
MT3697,6.621
MT3698,188.252
MT3699,62.744
MT3700,21.802
MT3701,56.235
clpC,532.54
lsr2,323.291
lysS (NC_002755 4033553..4035071),17.953
MT3706,33.703
panD,39.1
panC,30.62
MT3708,43.595
MT3709,86.375
MT3710,68.977
folK,89.045
folB,114.294
folP-2,108.504
folE,92.275
ftsH,144.883
MT3715,28.058
MT3716,110.277
MT3717,133.079
MT3718,182.06
MT3718.1,5.195
MT3718.2,2.516
MT3719,38.883
MT3720,31.715
MT3721,24.724
MT3722,12.745
MT3723,6.048
MT3724,2.135
MT3725,31.171
hpt,49.915
MT3727,23.365
MT3728,65.12
MT3729,76.594
ppa,18.935
MT3731,16.875
MT3732,16.446
MT3733,18.351
MT3734,16.542
MT3735,83.162
MT3736,41.827
MT3737,8.722
MT3739,5.242
MT3740,3.586
MT3741,7.087
MT3742,3.93
MT3743,27.56
MT3743.1,143.344
MT3744,0.431
MT3745,2.823
MT3746,0
MTt39,0
holB,23.102
MT3748,196.936
topA,62.282
MT3750,125.419
csp,1656.805
MT3751,5.708
MT3752,3.882
MT3753,40.674
MT3754,5.042
MT3755,6.865
MT3756,8.419
MT3756.1,14.888
MT3756.2,9.511
MT3756.3,8.126
MT3757,7.295
MT3758,18.466
MT3759,12.208
MT3760,21.56
MT3761,46.573
MT3762,5115.739
MT3763,189.278
MT3764,20.755
MT3765,10.324
MT3766,8.292
MT3767,11.819
MT3767.1,7.83
MT3767.2,5.546
MT3767.3,3.314
acs,14.975
MT3769,21.661
MT3770,38.495
MT3771,14.914
MT3772,56.185
MT3773,52.283
MT3774,59.936
pdg,35.87
MT3776,41.133
MT3777,92.829
MT3778,66.877
MT3779,132.303
MT3780,121.5
MT3781,252.574
MT3782,195.517
MT3783,73.893
pon1,191.264
MT3785,108.703
MT3786,88.639
MTt40,9.075
MT3787,37.276
MT3788,181.326
MT3789,41.821
MT3790,74.514
MT3791,75.326
MT3792,29.698
MT3793,30.794
MT3794,36.714
MT3795,45.714
MT3796,55.881
MT3797,28.326
glpK,20.685
MT3799,38.955
MT3800,51.246
MT3801,9.249
MT3802,54.302
MT3803,31.813
MT3804,61.308
MT3805,35.438
MT3806,40.281
MT3807,61.91
MT3808,44.24
MT3808.1,21.95
MT3809,30.84
MT3810,21.83
asd,112.933
ask,154.876
leuA,88.329
dnaQ,138.526
MT3814.1,0.647
MT3815,16.973
cobQ-2,23.427
MT3817,17.879
recR,68.415
MT3819,102.706
MT3820,74.597
MT3821,22.428
MT3822,24.939
cfa-2,25.987
dnaZX,34.531
MT3825,95.409
MTt41,23.555
MT3826,85.486
MT3827,34.063
MT3828,54.101
MT3829,54.381
MT3830,34.573
MT3831,14.866
MT3833,21.435
MT3835,12.978
ligC,8.868
MT3837,19.796
MT3838,29.407
MT3839,28.114
MT3840,25.726
MT3841,15.299
MT3842,28.238
MT3844,234.446
MT3846,567.903
MT3847,591.78
MT3848,1345.211
MT3849,1839.062
MT3850,3121.825
MT3851,4.17
MT3852,36.539
MT3853,9.569
MT3854,35.692
MT3855,46.217
MT3856,14.159
MT3857,15.707
MT3858,4.228
MTt42,3.882
MT3859,27.658
MT3860,70.09
tyrA,18.153
MT3862,66.192
MT3863,56.616
MT3864,60.512
MT3865,60.607
MT3866,66.924
MT3867,24.84
MT3868,11.525
MT3869,11.494
MT3870,165.966
MT3871,43.034
MT3872,13.527
MT3873,22.196
MT3874,73.208
MT3875,6.47
MT3876,46.452
MT3876.1,17.205
MT3877,9.099
MT3878,5.091
MT3879,5.156
MT3880,9.795
MTt43,0.798
MTt44,15.703
hisC-3,14.97
MT3882,21.103
MT3883,94.797
MT3884,25.291
MT3885,34.783
MTt45,2.008
MT3886,55.579
MT3887,93.115
MT3888,31.518
MT3889,80.862
rfbE,55.754
MT3891,86.364
rfbD,54.158
MT3893,35.12
MT3894,18.46
MT3895,8.041
MT3896,19.651
MT3897,18.19
MT3898,16.608
MT3899,25.12
MT3899.1,14.725
embC,42.652
embA,39.78
embB,41.931
MT3903,17.464
MT3904,27.679
MT3905,54.002
pccB-5,472.884
MT3907,355.458
MT3908,278.628
MT3909,98.208
mpb51,142.495
fbpA,1259.767
MT3912,124.631
MT3913,143.694
MT3914,106.879
MT3915,119.936
glf,44.161
erp,362.888
MT3918,116.18
MT3919,17.034
MT3920,22.025
MT3921,15.224
MT3922,34.147
MT3923,50.973
MT3924,51.147
MT3925,95.787
aph,10.707
MT3926,21.777
MT3927,13.64
MT3928,18.252
MT3929,69
MT3930,311.826
MT3931,28.173
MT3932,22.975
mas-3,243.503
MT3934,25.583
MT3935,51.589
MT3936,33.874
MT3937,6.976
MT3938,4.807
MT3939,21.099
MT3940,8.418
MT3941,10.588
serS,7.071
MT3943,36.666
MT3944,30.276
MT3945,110.052
pheA,51.964
MT3947,10.343
MT3948,6.257
MT3949,713.202
MT3950,359.493
MT3951,145.103
MT3952,3.882
MT3953,22.905
MT3954,2.461
MT3954.1,33.801
MT3955,13.967
MT3957,18.553
MT3958,16.446
MT3959,43.675
sodM,78.018
MT3961,81.025
MT3962,34.94
MT3963,11.403
MT3964,220.383
MT3965,37.227
MT3966,16.755
MT3967,101.514
MT3968,120.399
MT3969,970.561
MT3970,258.071
MT3971,83.422
MT3972,80.292
MT3972.1,34.692
gltD,110.037
gltB,133.303
MT3974.1,70.062
MT3975,12.113
MT3976,67.856
MT3977,53.492
MT3978,215.98
MT3979,316.552
MT3980,252.198
MT3981,204.629
MT3982,189.633
MT3983,311.306
MT3984,215.514
MT3985,224.639
MT3986,214.211
MT3987,319.398
MT3988,4321.015
MT3989,4781.631
MT3990,112.306
MT3991,124.96
MT3992,133.184
MT3993,185.694
MT3994,56.428
MT3995,193.601
MT3996,248.725
MT3997,97.433
MT3998,119.247
MT3999,32.766
MT4000,34.463
MT4001,24.919
MT4002,44.687
MT4003,43.136
MT4004,30.834
MT4005,118.692
MT4006,107.301
MT4007,9.123
MT4008,50.519
MT4010,27.276
MT4011,18.472
MT4012,34.53
MT4013,52.275
MT4014,62.431
MT4016,18.939
MT4017,32.041
MT4018,18.635
MT4019,17.22
MT4020,11.844
MT4022,11.573
MT4023,24.744
MT4024,24.451
MT4025,31.857
pcnB,21.389
MT4026.1,0.273
MT4027,44.513
MT4028,34.722
MT4029,70.142
sigM,15.667
MT4031,5.785
trxB,29.868
trx-3,52.925
MT4034,78.313
MT4035,95.947
MT4035.1,220.803
MT4036,142.799
MT4037,119.872
gidB,144.592
MT4039,299.841
MT4040,190.251
MT4040.1,129.301
rnpA,127.417
rpmH,113.232
MT4041.2,83.153
