Gene Name,Value 1
PA2286,0
PA2287,0.385368
PA2288,0
PA2289,1.51266
gcd,0.767388
PA2291,0.826829
pcaC,2.208
PA2292,0
PA2293,0
PA2294,0
PA2295,0.287967
PA2296,0
PA2297,0
PA2298,0.611949
PA2299,3.63794
chiC,0
PA2301,0
PA0233,0.655597
ambE,0.166233
ambD,0.641585
ambC,0.275291
ambB,0
ambA,0.565341
PA2307,0
PA2308,0
PA2309,0
PA2310,0
PA2311,0
PA0234,0.653866
PA2312,0
PA2312a,1.54232
PA2314,0.233337
PA2315,0
PA2316,1.04871
PA2317,0.904863
PA2318,0
PA2319,0
gntR,0
PA2321,0.505291
pcaK,0
PA2322,0
PA2323,0.772241
PA2324,0
PA2325,0
PA2326,0.203951
PA2327,0
PA2328,0
PA2329,0
PA2330,0
PA2331,0
PA0236,0
PA2332,0
PA2333,0
PA2334,0
PA2335,0
PA2336,0
mtlR,0
PA2338,0.221668
PA2339,1.24549
PA2340,0
PA2341,0
PA0237,0
mtlD,0
mtlY,0
mtlZ,0
PA2345,0
PA2346,0
PA2347,0
PA2348,0
PA2349,0
PA2350,0
PA2351,0.371425
PA0238,0
PA2352,0
PA2353,0.441744
PA2354,0.263243
PA2355,0
msuD,0
msuE,0
PA2358,0
PA2359,1.94303
PA2360,0
PA2361,0.191879
aroE,0.511127
PA0239,0.471814
PA2362,0
PA2363,0.573556
PA2364,0
PA2365,0
PA2366,0.748146
PA2367,0.771251
PA2368,0
PA2369,0.112724
PA2370,0
PA2371,0
PA0240,0
PA2373,0.0997434
PA2374,0
PA2375,0
PA2376,0
PA2377,0
PA2378,1.05337
PA2379,0
PA2380,0
PA2381,2.96575
lldA,0.679434
PA0241,0.218788
PA2383,0.241586
PA2384,0
pvdQ,0
pvdA,0.688833
fpvI,0
fpvR,0
pvdR,0
pvdT,0
opmQ,0
pvdP,0.227183
PA0242,0
PA2393,0
pvdN,0
pvdO,0
pvdF,0
pvdE,0.170849
fpvA,3.32359
pvdD,0.203142
pvdJ,0.0292073
PA2402,0.159806
PA2403,0.562779
PA0243,0
PA2404,2.81347
PA2405,0
PA2406,0
PA2407,0
PA2408,0
PA2409,0
PA2410,0.785319
PA2411,0
PA2412,0
pvdH,0
PA0244,0
PA2414,0.378611
PA2415,0
treA,0.226717
PA2417,0.869334
PA2418,0
PA2419,1.15276
PA2420,0
PA2421,0.33698
PA2422,0
PA2423,0
aroQ2,0
pvdL,0.0339818
pvdG,0
pvdS,1.09607
PA2427,0
PA2428,0
PA2429,0
PA2430,0.303028
PA2431,0.165785
bexR,0.243499
PA2433,0
PA0246,0.704641
PA2434,0
PA2435,0.139216
PA2436,1.61359
PA2437,0
PA2438,0
PA2439,0
PA2440,0
PA2441,0
gcvT2,0.350501
sdaA,0.695091
pobA,0
glyA2,0
gcvP2,0.499389
gcvH2,0
PA2447,0
PA2448,0
PA2449,1.5029
PA2450,0
PA2453,3.71715
PA2454,1.61809
PA0248,0.259969
PA2455,0
PA2457,7.71174
PA2458,0
PA2459,29.9387
PA2460,65.5053
PA2461,31.065
PA2462,3.47853
PA2463,1.92913
PA2464,0
PA2465,0
plcB,1.75882
PA0249,0
foxA,0.190256
foxR,0
foxI,0
PA2469,0.486998
gtdA,0.374261
PA2471,0
PA2472,0
PA2473,0
PA2474,0
PA2475,0
PA0250,1.27678
dsbG,0.978854
PA2477,0
PA2478,0
PA2479,0
PA2480,0
PA2481,0.256713
PA2482,1.96046
PA2483,0.401478
PA2484,0
PA2485,0
PA0251,0
PA2486,0
PA2487,0
PA2488,0
PA2489,0
PA2490,0
PA2491,2.66433
mexT,0.382031
mexE,0
mexF,0.12171
oprN,0
PA0252,0
PA2496,0
PA2497,0
PA2498,0
PA2499,0.883135
PA2500,0.344952
PA2501,0
PA2502,0
PA2503,0.16823
PA2504,0
opdT,0
PA0253,0
PA2506,0
catA,0
catC,0
catB,0.191249
catR,0
PA2511,0
antA,0.206451
antB,1.57099
antC,0.391513
xylL,0
PA0254,0
xylZ,0
xylY,0
xylX,0.363498
xylS,0
czcA,0
czcB,0.142172
czcC,0
PA2523,0
PA2524,0.40496
PA2525,0.27543
PA0255,0
PA2526,0.171878
PA2527,0.209372
PA2528,0.464212
PA2529,0
PA2530,0
PA2531,0
tpx,0
PA2533,2.06784
PA2534,0
PA2535,0.219982
PA0256,1.57716
PA2536,0.673317
PA2537,1.12129
PA2538,0
PA2539,0
PA2540,0.857426
PA2541,0.543515
PA2542,0.157746
PA2543,0.11657
PA2544,0
xthA,0
PA0257,1.10472
PA2546,0
PA2547,0
PA2548,0.149064
PA2549,0.289486
PA2550,0.314555
PA2551,0
PA2552,0
PA2553,0
PA2554,0
PA2555,0.735231
PA0258,0
PA2556,0
PA2557,0.458168
PA2558,0
PA2559,6.94017
PA2559a,0
PA2560,11.782
PA2561,0
PA2562,0
PA2563,0.522385
PA2564,0.550172
PA0027,0
PA0259,2.0056
PA2565,0
PA2566,0
PA2567,2.17105
PA2568,1.78866
PA2569,23.3057
lecA,0
PA2570.1,0
PA2571,0.203459
PA2572,0.21543
PA2573,0.830552
PA0260,9.52026
alkB1,0.258397
PA2575,5.5282
PA2576,0.458111
PA2577,0
PA2578,0
kynA,0.363137
PA2580,0
PA2581,9.50978
PA2581.1,0
PA2582,0.92672
PA0261,2.57219
PA2583,1.17276
PA2583.1,0
pgsA,12.2261
uvrC,1.45382
gacA,6.74877
pqsH,0.971246
PA2588,0
PA2589,0.735589
PA2590,0
PA2591,1.90339
PA0262,1.68292
PA2592,3.41113
qteE,0
PA2594,1.72873
PA2595,0
PA2596,0.309715
PA2597,0
PA2598,0
PA2599,0
PA2600,0
PA2601,0.46002
hcpC,0
PA2602,0
PA2603,0
PA2603.1,0
PA2604,0.36055
PA2605,0
PA2606,0
PA2607,0
PA2608,0
PA2609,2.96889
PA2610,0
PA0263.1,0
cysG,0.954448
serS,0.82771
PA2613,5.576
lolA,2.28664
ftsK,3.10273
trxB1,21.5352
aat,0
PA2618,2.67693
infA,0
clpA,5.99776
gabD,1.99159
PA2621,106.122
cspD,33.0392
icd,74.9396
idh,30.7055
PA2625,1.96269
trmU,1.77329
PA2627,0
PA2628,0
purB,1.8798
PA2630,2.74127
PA0266,1.93978
PA2631,0
PA2632,0.561583
PA2633,1.41526
aceA,17.8349
PA2635,0.136729
PA2636,0.657676
nuoA,9.16896
nuoB,1.35144
nuoD,4.75352
nuoE,1.30024
PA0267,0.491172
nuoF,1.76294
nuoG,1.444
nuoH,0.526317
nuoI,0.668051
nuoJ,0
nuoK,0
nuoL,1.03117
nuoM,0.268808
nuoN,0.791258
PA2650,0.918781
PA0268,0.266048
PA2651,1.51391
PA2652,0.439011
PA2653,0.218788
PA2654,0.830769
PA2655,0
PA2656,0.216538
PA2657,0.504522
PA2658,0
PA2659,2.93404
PA2660,0.277103
PA0028,0.413831
PA0269,0
PA2661,0
PA2662,0.247027
ppyR,2.57714
fhp,0.869728
PA2665,0.132094
PA2666,0
PA2667,0
PA2669,0
PA2670,0
PA0270,0
PA2671,0
PA2672,0
PA2673,0
PA2674,1.04443
PA2675,0.661656
PA2676,0
PA2677,0
PA2678,9.61798
PA2679,0
PA2680,0
PA0271,0
PA2681,0
PA2682,0
PA2683,2.11445
PA2684,0.806883
PA2685,13.6866
pfeR,0
pfeS,0.155865
pfeA,0
PA2689,0.339699
PA2690,0
PA0272,0
PA2691,0
PA2692,0
PA2693,1.07186
PA2694,0
PA2695,0.194885
PA2696,0
PA2697,0
PA2698,0
PA2699,0
opdB,0
PA0273,0
PA2701,0
PA2702,0
PA2703,6.27458
PA2704,0
PA2705,0.24996
PA2706,0
PA2707,9.5145
PA2708,0
cysK,3.28015
PA2710,0
PA0274,0
PA2711,0.548788
PA2712,0
PA2713,0
PA2714,0.118125
PA2715,0
PA2716,0
cpo,0.382953
PA2718,0
PA2719,0
PA2720,5.07659
PA0275,0.348307
PA2721,0
PA2722,0
PA2723,0
PA2724,0.911499
PA2725,1.49859
PA2726,0
PA2729,1.53573
PA2730,9.20988
PA2732,7.08737
PA0276,0.731418
PA2733,69.9463
PA2734,39.0375
PA2735,30.8456
PA2736,1.35307
PA2736.1,0
PA2737,9.0299
himA,25.818
pheT,0.597029
pheS,0.394309
rplT,12.1526
PA0277,12.4961
rpmI,125.42
infC,199.23
thrS,17.8688
PA2744.1,0
PA2745,0
PA2746,2.14256
PA2746a,0
PA2747,2.80218
PA2747a,0
PA2748,0
PA0278,0
endA,0
PA2750,0.725173
PA2750a,2.15404
PA2751,0.458111
PA2752,0
PA2753,0.838999
PA2754,4.62602
PA2754a,0
PA2755a,0
eco,31.7758
PA0029,0
PA0279,0
PA2756,1.27678
PA2757,0.641191
PA2758,0
PA2759,0
PA2760,11.7253
PA2761,1.37026
PA2762,0
PA2763,0
PA2763a,0
PA2764,0.68498
cysA,0.221567
PA2765,2.72713
PA2766,0
PA2767,0.734908
PA2768,1.07955
PA2769,0
PA2770,3.08282
PA2771,0
PA2772,0
PA2772a,0
PA2773,0
cysW,1.34361
PA2774,1.03407
PA2775,1.59617
PA2775.1,0
PA2776,1.33614
PA2777,0
PA2778,0
PA2779,0
PA2780,2.83697
PA2781,4.90735
PA2782,0
cysT,1.57483
PA2783,0
PA2784,0
PA2785,0
PA2786,0
cpg2,0.311889
PA2788,0.433801
PA2789,0
PA2790,19.5905
PA2791,0
PA2792,1.6057
sbp,8.03458
PA2793,2.99312
PA2795,0.219198
tal,3.81883
PA2797,6.20559
PA2798,0.936866
PA2799,0
PA2800,3.19441
PA2801,1.07031
PA2802,0
PA2803,0
PA0284,3.86323
PA2804,0
PA2805,7.48308
PA2806,0
PA2807,0
ptrA,0
copR,0
copS,0
PA2811,0.415039
PA2812,0.675965
PA2813,0
PA0285,0.363712
PA2814,0
PA2815,0.0805408
PA2816,0
PA2817,2.44892
arr,0.602715
PA2819.1,0
PA2819.2,0
PA2819.3,0
PA2820,6.76757
PA2821,0.513739
desA,5.24413
PA2822,0
PA2823,2.107
PA2824,0.748951
ospR,0
PA2826,0
PA2827,5.19248
PA2828,1.33977
PA2829,0.621936
htpX,1.08905
PA2831,0
gpuP,0
tpm,0.889271
PA2833,0
PA2834,0
PA2835,0
PA2836,0
PA2837,0
PA2838,0
PA2839,0
PA2840,0.32966
PA2841,0
gpuA,0.424637
PA2842,0
PA2843,1.15946
PA2844,0
PA2845,0
PA2846,0
PA2847,0
PA2848,0
ohrR,0.883135
ohr,0
efp,47.1478
PA0030,0
gpuR,0.7405
PA2852,1.41036
PA2852.1,0
oprI,18.1712
PA2854,7.31703
PA2855,0
tesA,2.39499
PA2857,0
PA2858,0.187804
greB,5.83665
PA2860,0.931232
PA0290,1.17301
ligT,0
lipA,0
lipH,0
PA2864,0
PA2865,0.345402
mttC,0
PA2867,2.52465
PA2868,0
PA2869,0
PA2870,0
oprE,20.563
PA2871,0.691085
PA2872,0
PA2873,0.41837
PA2874,0
PA2875,0.338334
pyrF,0
PA2877,0
PA2878,0
PA2879,0
PA2880,0
aguA,0.550423
PA2881,0
PA2882,0
PA2883,0
PA2884,0
atuR,0.419462
atuA,0.203712
atuB,0
atuC,0.126393
atuD,0.367635
atuE,0
aguB,0.471814
atuF,0
atuG,0
atuH,0
PA2894,0
PA2895,0
PA2896,0.811422
PA2897,2.12091
PA2898,0
PA2899,0.716831
PA2900,0.678217
aguR,0.51063
PA2901,1.77861
PA2902,0
cobJ,0.121164
cobI,0
cobH,0.735909
PA2906,0
cobL,0
cbiD,0
PA2909,0
PA2910,0.44681
PA0295,4.87642
PA2911,0
PA2912,0
PA2913,0.226462
PA2914,0.210928
PA2915,0
PA2916,0
PA2917,0.501835
PA2918,5.13608
PA2919,0
PA2920,1.67013
spuI,3.3966
PA2921,0
PA2922,0.33356
hisJ,0.543854
hisQ,0
hisM,0
hisP,0
PA2927,0
PA2928,0
PA2929,0
PA2930,0.334305
spuA,2.31222
cifR,0
morB,0
PA2933,0
cif,0
PA2935,0.570478
PA2936,0
PA2937,0
PA2938,0
PA2939,0.637448
PA2940,0
spuB,10.6866
PA2941,0
PA2942,0
PA2942.1,0
PA2943,0.273503
cobN,0.0513954
PA2945,0.190067
PA2946,0
PA2947,0
cobM,0.434303
PA2949,0.791939
gyrB,5.89181
betC,0
spuC,6.82887
PA2950,1.99916
etfA,5.40374
etfB,24.7187
PA2953,3.89357
PA2954,0.44681
PA2955,1.86966
PA2956,0.348125
PA2957,3.17173
PA2958,0.188899
rgsA,0
spuD,11.1214
PA2959,0.834189
pilZ,18.4843
holB,0.408912
tmk,0
PA2963,1.62134
pabC,0
fabF1,0.169622
acpP,20.5264
fabG,2.86729
fabD,2.10513
spuE,1.91885
plsX,0.447976
rpmF,12.6907
PA2971,3.70315
PA2972,0
PA2973,5.78387
PA2974,3.97422
rluC,0.886058
rne,24.3393
murB,0.606768
ptpA,0
spuF,3.40011
kdsB,0
PA2980,0
lpxK,0.438395
PA2982,0
PA2983,0.928883
PA2984,0
PA2985,0
PA2986,2.78712
PA2987,1.00354
PA2988,0
spuG,4.06488
PA2989,1.19938
PA2990,4.28028
sth,3.06679
PA2992,5.02184
PA2993,0.388756
nqrF,1.18116
nqrE,1.75177
nqrD,1.3778
nqrC,1.54177
nqrB,0.524787
spuH,1.83521
nqrA,0.649613
aroP1,1.18306
PA3001,5.13074
mfd,2.13471
PA3003,5.6652
PA3004,17.2165
nagZ,0
psrA,0.476027
lexA,0.756025
PA3008,0.560165
PA0305,0.299629
PA3009,4.66936
PA3010,2.4174
topA,8.7912
PA3012,5.34086
foaB,7.85435
faoA,6.14692
PA3015,0.390048
PA3016,0
PA3017,0
PA3018,1.97744
PA0306,0.205982
PA3019,0.313466
PA3020,0.743595
PA3021,16.4821
PA3022,0.283978
PA3023,0.452479
PA3024,0
PA3025,0.179212
PA3026,0
PA3027,0
moeA2,0.347879
PA0306a,39.0824
moaB2,0
mobA,0
PA3031,215.073
PA3031.1,0
snr1,0.417939
PA3033,2.16602
PA3034,0
PA3035,0
PA3036,0
PA3037,0
PA0307,0
PA3038,1.1629
PA3039,0.509543
PA3040,4.13055
PA3041,1.63441
PA3042,0
PA3043,2.91831
PA3044,0.161659
PA3045,0.740838
PA3046,0
PA3047,1.85419
PA0032,0.339699
PA0308,0
PA3048,0.582409
rmf,78.8232
pyrD,0.294549
PA3051,0
PA3052,0.411963
PA3053,0.917399
PA3054,0.834164
PA3055,6.15174
PA3056,1.92432
PA3057,0
PA0309,0.88473
pelG,0.277411
pelF,0.245903
pelE,0.30858
pelD,0.27811
pelC,0
pelB,0.0538716
pelA,0.0944182
PA3065,0
PA3066,1.25676
PA3067,0.641191
PA0310,1.97924
gdhB,5.60087
PA3069,1.15886
PA3070,1.23589
PA3071,0.434667
PA3072,0
PA3073,0.213121
PA3074,0.115044
PA3075,0.400606
PA3076,0.199955
PA3077,0
PA0311,0
PA3078,0.224624
PA3079,0.52893
PA3080,0
PA3081,0.574607
gbt,1.69378
pepN,1.88548
PA3084,7.48368
PA3085,7.48308
PA3086,0
PA3087,0.223988
PA0312,0
PA3088,0.252497
PA3089,0
PA3089a,0
PA3091,0.143835
fadH1,0.644174
PA3093,0.351617
PA3094,0.792471
PA3094.1,0
PA3094.2,0
PA3094.3,0
PA0313,2.941
xcpZ,0
xcpY,0.340765
xcpX,1.61797
xcpW,1.08227
xcpV,0
xcpU,1.69223
xcpT,0
xcpS,0
xcpR,0.686202
xcpP,0.670057
PA0314,0
xcpQ,0.482595
PA3106,0
metZ,0
purF,3.8566
PA3109,0
PA3110,0.366998
folC,1.40079
accD,0
trpF,0
truA,0.854257
PA0315,8.54156
fimV,6.02081
PA3116,0.397146
asd,2.10209
leuB,0.64269
PA3119,0
leuD,0.382972
leuC,1.16102
PA3122,0.811514
PA3123,1.65593
PA3124,0.244467
serA,1.41315
PA3125,0
ibpA,2.15823
PA3127,0
PA3128,0
PA3129,0
PA3130,0
PA3131,0.37596
PA3132,0.367896
PA3133,0
PA3133.1,0
PA0317,0.84202
PA3133.2,0
PA3133.3,0
PA3133.4,0
gltX,1.10808
PA3135,0
PA3136,0
PA3137,0.137407
uvrB,0.298263
PA3139,1.10339
PA3139.1,0
PA0032a,0
PA0318,0.873304
PA3140,0
wbpM,21.5844
PA3142,2.45636
PA3143,0
wbpL,11.6853
wbpK,6.39068
wbpJ,16.1737
wbpI,3.79637
wbpH,88.9228
wbpG,45.1061
PA0319,1.44378
hisF2,47.231
hisH2,9.55453
wzx,3.93829
wzy,6.21805
wbpE,23.1057
wbpD,49.129
PA3157,9.87412
wbpB,77.2427
wbpA,19.9438
wzz,16.6079
PA0320,0
himD,0
rpsA,65.7756
cmk,1.98391
hisC2,1.00105
pheA,6.41966
serC,3.01387
gyrA,6.98446
PA3169,2.84316
PA3170,2.35312
PA0321,0
ubiG,0.975076
PA3172,0
PA3173,8.48665
PA3174,0
PA3175,0
gltS,0
PA3177,0.779032
PA3178,0
PA3179,0.255264
PA3180,2.85857
PA0322,0.206451
PA3181,1.04629
pgl,0.792592
zwf,3.1661
PA3184,0.749669
PA3185,1.49854
oprB,0.152767
PA3187,0.67322
PA3188,1.6184
PA3189,0
PA3190,0.304997
PA0323,0
PA3191,0.347876
gltR,0.452991
glk,0
edd,0.46383
gapA,0.435292
PA3196,0
PA3197,1.02508
PA3198,0.744025
PA3199,1.1012
PA3200,0.604993
PA0324,0.817983
PA3201,1.83959
PA3202,3.81109
PA3203,2.65835
PA3204,0
PA3205,1.57911
PA3206,0
PA3207,1.09009
PA3208,0
PA3209,0
trkH,0.543523
PA0325,0
PA3211,0.70499
PA3212,0
PA3213,0.472046
PA3214,0
PA3215,0
PA3216,0
cyaB,0.206959
PA3219,0
PA3220,0
csaA,0
PA0326,0.494184
PA3222,0
azoR3,0
PA3224,27.3808
PA3225,0.772845
PA3226,1.27818
ppiA,0
PA3228,0.862199
PA3229,0
PA3230,0
PA3231,0
PA0327,0.228143
PA3232,0
PA3233,0.471515
PA3234,1.3029
PA3235,1.1597
PA3236,0
PA3237,0
PA3238,4.47878
PA3239,1.21283
PA3240,0.854257
PA3241,0
PA0033,0
PA0328,0.388289
PA3242,0
minC,0.872068
minD,22.1528
minE,4.38028
rluA,1.4724
PA3247,0.651531
PA3248,0
PA3249,0
PA3250,0
PA3251,0
PA0329,1.51569
PA3252,0.270251
PA3253,0.287967
PA3254,0
PA3255,0.437309
PA3256,0
prc,10.1412
PA3258,0.223808
PA3259,0
PA3260,0
PA3261,0.625746
rpiA,3.56863
PA3262,8.81312
PA3262.1,0
PA3262.2,0
PA3263,15.108
PA3264,0.33037
PA3265,0
capB,0
PA3267,1.28577
PA3268,0.126653
PA3269,0
ilvA1,0.323903
PA3270,0
PA3271,1.59117
PA3272,0.0880702
PA3273,0
PA3274,0
PA3275,0
PA3276,0
PA3277,2.8977
PA3278,0
oprP,0
PA0332,0
oprO,0
PA3281,0
PA3282,0
PA3283,0
PA3284,2.82687
PA3285,0
PA3286,0.286531
PA3287,0
PA3288,0
PA3289,0
PA0333,0.165513
PA3290,2.24407
PA3291,13.5893
PA3292,0.9991
PA3293,0
PA3294,0.501744
PA3295,0
phoA,0.264139
PA3297,0.0482501
PA3298,0
fadD1,5.19549
PA0334,0.236616
fadD2,1.26809
PA3301,2.13432
PA3302,2.26607
PA3303,0
PA3304,0.749669
PA3303a,0
PA3304.1,0
PA3305,0.320727
phrS,342.564
PA3306,0
PA0335,1.11428
PA3307,1.75322
PA3308,1.50102
PA3309,18.8355
PA3310,0.716374
PA3311,0.152294
PA3312,0
PA3313,0.867514
PA3314,0
PA3315,0
PA3316,0
ygdP,3.61712
PA3317,0
PA3318,0
plcN,0
PA3320,0
PA3321,0
PA3322,0
PA3323,0
PA3324,0
PA3325,0
PA3326,23.5314
ptsP,2.61514
PA3327,0.0733583
PA3328,0
PA3329,0.218221
PA3330,0
PA3331,0
PA3332,0
fabH2,0.405905
PA3334,1.97633
PA3335,0
PA3336,0.619176
PA0034,1.69397
PA0338,0
rfaD,2.57459
PA3338,0
plpD,0
PA3340,0
PA3341,0.661656
PA3342,0
PA3343,0.68811
recQ,0.448125
PA3345,0.938603
PA3346,0.118365
PA0339,0.30817
PA3347,2.45636
PA3348,1.83671
PA3349,21.1982
PA3350,1.59195
flgM,3.26445
PA3352,0.586667
PA3353,1.65848
PA3354,0
PA3355,0.668522
PA3356,3.46432
PA0340,0
dsdA,0.369959
PA3358,0
PA3359,0.698008
PA3360,0.284594
lecB,0
PA3362,0.967058
amiR,0.799707
amiC,0.337639
PA3365,0.35274
amiE,3.00675
lgt,1.21861
amiL,0
PA3367,0
PA3368.1,0
PA3368,0
PA3369,2.16602
PA3370,0
PA3371,3.69321
PA3372,0.978854
PA3373,0.460134
PA3374,0
thyA,0
PA3375,0
PA3376,0
PA3377,0
PA3378,0
PA3379,0
PA3380,0
PA3381,0
phnE,0
PA3383,0.217646
phnC,0
PA0343,1.22443
amrZ,6.34488
PA3386,0
rhlG,0
PA3388,1.2763
PA3390,0
PA3389,0
nosR,3.28098
nosZ,5.10708
nosD,1.4765
nosF,0
PA0344,0
nosY,0.508771
nosL,0
fpr,16.2378
PA3398,0
PA3399,0
PA3400,0.976168
PA3401,0
PA3402,0.315517
PA3403,0.800269
PA3403a,2.02434
PA0345,0
PA3404,0.367162
hasE,0
hasD,0
hasAp,0
hasR,0.132549
PA3409,0.309715
PA3410,0.731418
PA3411,0
PA3412,0
PA3413,8.86723
PA0346,0
PA3414,0
PA3415,0
PA3416,0
PA3417,0
ldh,0.212385
PA3419,0
PA3420,0
PA3421,0.487993
PA3422,0
PA3423,1.46639
glpQ,0
PA3424,0
PA3425,0
PA3426,0
PA3427,0
PA3428,0
PA3429,0
PA3430,0.296292
PA3431,0
PA3432,1.57304
PA3433,0
trpA,0
PA0348,0
PA3434,0
PA3435,0
PA3436,0.652607
folM,0
folE1,22.1652
folX,2.55096
PA3440,12.6779
PA3440a,0
PA3441,0
PA3442,0
PA0349,0
PA3443,0
PA3444,0
PA3445,0
PA3446,0
PA3447,0
PA3448,0
PA3449,0
PA3450,9.67226
PA3451,0
mqoA,0.866126
folA,4.03222
PA3453,0.51063
PA3454,0.836717
PA3455,2.31592
PA3456,0
PA3457,0
PA3458,1.41268
PA3459,0.430452
PA3460,0.440029
PA3461,0.492609
PA3462,0
PA0351,2.52449
PA3463,0
PA3464,0.218788
PA3465,0.994283
PA3466,12.6031
PA3467,1.06383
PA3468,1.51127
PA3469,0
PA3470,0
PA3471,4.74523
PA3472,0.593118
PA0352,0
PA3473,0
PA3474,0.524371
pheC,0.283978
rhlI,0.822142
rhlR,2.17985
rhlB,0
rhlA,0.604993
PA3480,0.900138
PA3481,0.273503
metG,3.96839
ilvD,1.79262
PA3483,0.93198
PA3484,1.03337
PA3485,0
PA3486,0.889643
pldA,1.8775
PA3488,72.136
PA3489,0
PA3490,0
PA3491,0.271511
PA3492,0
PA0354,0.354905
PA3493,0
PA3494,0
nth,5.94077
PA3496,0
PA3497,0
PA3498,0
PA3499,0
PA3500,0
PA3501,0
PA3502,0
pfpI,0.963333
PA3504,0
PA3505,0
PA3506,0
PA3507,0
PA3508,0
PA3509,0
PA3510,0.934521
PA3511,0
PA3512,0.552011
PA0356,3.16229
PA3513,0
PA3514,0
PA3515,0.279865
PA3516,0.259789
PA3517,0.344585
PA3518,0.309715
PA3519,0.29149
PA3520,0
PA3521,0
PA3522,0.110969
mutM,0.914464
PA3523,0.25604
gloA1,37.1406
argG,3.81165
PA3526,0.419794
pyrC,0.495866
rnt,0.356376
PA3529,11.9479
PA3530,0
bfrB,3320.52
PA3532,0.864915
trpB,2.86416
PA0358,1.6981
PA3533,10.0953
PA3534,0.0945306
PA3535,0.130353
PA3536,0
argF,0
PA3538,0.476409
PA3539,1.14185
algD,0.443335
alg8,0.645429
alg44,0.182184
PA0359,0
algK,0
algE,0
algG,0.298062
algX,0
algL,0.194885
algI,0.477969
algJ,0
algF,0
algA,0.459208
arnB,0.186042
PA0360,4.23269
arnC,0.606768
arnA,1.34406
arnD,0.818339
arnT,0
arnE,0
arnF,7.69718
PA3559,1.02229
fruA,0
fruK,0
fruI,0.0679864
PA0361,0.117014
fruR,0
PA3564,0
PA3565,0
PA3566,16.8272
PA3567,1.43752
PA3568,0.447617
mmsB,0
mmsA,0.633503
mmsR,0.240641
PA3572,0
